name	id	type	tf	target	essential	developmental	human.ortholog	tumor.suppressor	proapoptotic	blood_cancer	breast_cancer	colorectal_cancer	gastric_cancer	liver_cancer	lung_cancer	nervous_system_cancer	pancreatic_cancer	prostate_cancer	sarcoma	skin_cancer
Sf3b1	ENSMUSG00000025982.13	protein_coding	F	F	T	T	SF3B1	F	F	F	F	T	T	F	F	T	F	F	F	F
Coq10b	ENSMUSG00000025981.13	protein_coding	F	F	F	F	COQ10B	F	F	T	F	F	F	F	F	F	F	F	T	F
Hspd1	ENSMUSG00000025980.14	protein_coding	F	F	T	T		F	F	F	F	F	T	F	F	F	F	F	F	F
Hspe1	ENSMUSG00000073676.4	protein_coding	F	F	F	F	HSPE1	F	F	F	F	T	T	F	F	F	F	F	F	F
Mob4	ENSMUSG00000025979.13	protein_coding	F	F	F	F	HSPE1-MOB4	F	F	F	F	T	T	F	F	F	F	F	F	F
Rftn2	ENSMUSG00000025978.14	protein_coding	F	F	F	F	RFTN2	F	F	F	F	F	F	F	F	F	F	F	F	F
Mars2	ENSMUSG00000046994.9	protein_coding	F	F	F	F	MARS2	F	F	F	F	F	F	F	F	F	F	F	F	F
Boll	ENSMUSG00000025977.15	protein_coding	F	F	T	T	BOLL	F	F	F	F	F	F	F	F	F	F	F	F	F
Plcl1	ENSMUSG00000038349.10	protein_coding	F	F	F	F	PLCL1	F	F	F	F	F	F	F	F	F	F	F	F	F
Satb2	ENSMUSG00000038331.15	protein_coding	T	T	T	T	SATB2	F	F	F	F	F	F	F	F	F	F	F	F	F
1700066M21Rik	ENSMUSG00000038323.3	protein_coding	F	F	F	F	C2orf69	F	F	F	F	F	F	F	F	F	F	F	F	F
Tyw5	ENSMUSG00000048495.16	protein_coding	F	F	F	F	TYW5	F	F	F	F	F	F	F	F	F	F	F	F	F
9430016H08Rik	ENSMUSG00000025971.6	protein_coding	F	F	F	F		F	F	F	F	F	F	F	F	F	F	F	F	F
Spats2l	ENSMUSG00000038305.14	protein_coding	F	F	F	F	SPATS2L	F	F	F	F	F	F	F	F	F	F	F	F	F
Kctd18	ENSMUSG00000054770.16	protein_coding	F	F	F	F	KCTD18	F	F	F	F	F	F	F	F	F	F	F	F	F
Sgol2a	ENSMUSG00000026039.9	protein_coding	F	F	F	F		F	F	F	F	F	F	F	F	F	F	F	F	F
Aox1	ENSMUSG00000063558.4	protein_coding	F	T	F	F	AOX1	F	F	F	F	F	F	F	F	F	F	F	F	F
Aox3	ENSMUSG00000064294.12	protein_coding	F	T	F	F		F	F	F	F	F	F	F	F	F	F	F	F	F
Aox4	ENSMUSG00000038242.12	protein_coding	F	T	T	F		F	F	F	F	F	F	F	F	F	F	F	F	F
Aox2	ENSMUSG00000079554.2	protein_coding	F	T	F	F		F	F	T	F	F	F	F	F	F	F	F	F	F
Bzw1	ENSMUSG00000051223.14	protein_coding	F	F	F	F	BZW1	F	F	F	F	T	F	F	F	F	F	F	F	F
Clk1	ENSMUSG00000026034.17	protein_coding	F	F	T	F	CLK1	F	F	F	F	F	F	F	F	F	F	F	F	F
Ppil3	ENSMUSG00000026035.15	protein_coding	F	F	F	F		F	F	F	F	F	F	F	F	F	F	F	F	F
Nif3l1	ENSMUSG00000026036.17	protein_coding	F	T	F	F	NIF3L1	F	F	F	F	F	F	F	F	F	F	F	F	F
Orc2	ENSMUSG00000026037.14	protein_coding	F	F	F	F	ORC2	F	F	T	F	F	F	F	F	F	F	F	F	F
Fam126b	ENSMUSG00000038174.14	protein_coding	F	F	F	F	FAM126B	F	F	F	F	F	F	F	F	F	F	F	F	F
Ndufb3	ENSMUSG00000026032.8	protein_coding	F	F	F	F	NDUFB3	F	F	F	F	F	F	F	F	F	F	F	F	F
Als2cr12	ENSMUSG00000047528.13	protein_coding	F	F	F	F		F	F	F	F	F	F	F	F	F	F	F	F	F
Cflar	ENSMUSG00000026031.15	protein_coding	F	T	T	F	CFLAR	F	T	F	F	F	F	F	F	F	F	F	F	F
Casp8	ENSMUSG00000026029.14	protein_coding	F	T	T	T	CASP8	T	T	F	F	F	F	F	F	F	F	F	F	F
Trak2	ENSMUSG00000026028.12	protein_coding	F	F	F	F	TRAK2	F	F	T	F	F	F	F	F	F	F	F	F	F
Stradb	ENSMUSG00000026027.13	protein_coding	F	F	F	F	STRADB	F	F	F	F	F	F	F	F	F	F	F	F	F
Als2cr11	ENSMUSG00000072295.5	protein_coding	F	F	F	F		F	F	F	F	F	F	F	F	F	F	F	F	F
Tmem237	ENSMUSG00000038079.14	protein_coding	F	F	F	F	TMEM237	F	F	F	F	F	F	F	F	F	F	F	F	F
Mpp4	ENSMUSG00000079550.9	protein_coding	F	F	F	F	MPP4	F	F	F	F	F	F	F	F	F	F	F	F	F
Als2	ENSMUSG00000026024.14	protein_coding	F	F	F	T	ALS2	F	F	T	F	F	F	F	F	F	F	F	F	F
Cdk15	ENSMUSG00000026023.16	protein_coding	F	F	F	F	CDK15	F	F	T	F	F	F	F	F	F	F	F	F	F
Fzd7	ENSMUSG00000041075.8	protein_coding	F	F	F	T	FZD7	F	F	F	F	F	F	F	F	F	F	F	F	F
Gm973	ENSMUSG00000047361.16	protein_coding	F	F	F	F	KIAA2012	F	F	F	F	F	F	F	F	F	F	F	F	F
Sumo1	ENSMUSG00000026021.15	protein_coding	F	T	T	F	SUMO1	F	F	T	F	F	F	F	F	F	F	F	F	F
Nop58	ENSMUSG00000026020.9	protein_coding	F	F	F	F	NOP58	F	F	T	F	T	T	F	F	F	F	F	F	F
Bmpr2	ENSMUSG00000067336.6	protein_coding	F	T	T	T	BMPR2	T	F	F	F	F	F	F	F	F	F	F	F	F
Fam117b	ENSMUSG00000041040.12	protein_coding	F	F	F	F	FAM117B	F	F	T	F	T	F	F	F	T	F	F	F	F
Ica1l	ENSMUSG00000026018.12	protein_coding	F	F	F	F	ICA1L	F	F	T	F	F	F	F	F	F	F	F	F	F
Wdr12	ENSMUSG00000026019.15	protein_coding	F	F	T	F	WDR12	F	F	T	F	F	F	F	F	F	F	F	F	F
Carf	ENSMUSG00000026017.13	protein_coding	F	F	F	F	CARF	F	F	T	F	F	F	F	F	F	F	F	F	F
Nbeal1	ENSMUSG00000073664.11	protein_coding	F	F	F	F	NBEAL1	F	F	T	F	F	F	F	F	F	F	F	F	F
Cyp20a1	ENSMUSG00000049439.13	protein_coding	F	F	F	F	CYP20A1	F	F	F	F	F	F	F	F	F	F	F	F	F
Abi2	ENSMUSG00000026782.15	protein_coding	F	F	F	T	ABI2	T	F	F	F	F	F	F	F	F	F	F	F	F
Raph1	ENSMUSG00000026014.15	protein_coding	F	F	F	F	RAPH1	F	F	T	F	F	F	F	F	F	F	F	F	F
Cd28	ENSMUSG00000026012.2	protein_coding	F	F	F	T	CD28	F	F	F	F	F	F	F	F	F	F	F	F	F
Ctla4	ENSMUSG00000026011.13	protein_coding	F	T	T	F	CTLA4	F	F	T	F	F	F	F	F	F	F	F	F	F
Icos	ENSMUSG00000026009.14	protein_coding	F	T	F	F	ICOS	F	F	T	F	F	F	F	F	F	F	F	F	F
Pard3b	ENSMUSG00000052062.14	protein_coding	F	F	F	F	PARD3B	F	F	F	F	F	F	T	F	F	F	F	F	F
Nrp2	ENSMUSG00000025969.15	protein_coding	F	T	T	T	NRP2	F	F	F	F	F	F	F	F	F	F	F	F	F
Ino80d	ENSMUSG00000040865.15	protein_coding	F	F	F	F	INO80D	F	F	T	F	F	T	F	F	T	F	F	F	F
Ndufs1	ENSMUSG00000025968.16	protein_coding	F	F	T	F	NDUFS1	F	F	F	F	F	F	F	F	F	F	F	F	F
Eef1b2	ENSMUSG00000025967.16	protein_coding	F	T	F	F	EEF1B2	F	F	F	F	F	F	F	F	F	F	F	F	F
Gpr1	ENSMUSG00000046856.13	protein_coding	F	F	F	F	GPR1	F	F	F	F	F	F	F	F	F	F	F	F	F
Zdbf2	ENSMUSG00000027520.15	protein_coding	F	F	F	F	ZDBF2	F	F	F	F	F	F	F	F	F	F	F	F	F
Adam23	ENSMUSG00000025964.15	protein_coding	F	F	T	F	ADAM23	F	F	F	F	F	F	F	F	T	F	F	F	F
Dytn	ENSMUSG00000069085.5	protein_coding	F	F	F	F	DYTN	F	F	F	F	F	F	F	F	F	F	F	F	F
Mdh1b	ENSMUSG00000025963.5	protein_coding	F	F	F	F	MDH1B	F	F	F	F	F	F	F	F	F	F	F	F	F
Fastkd2	ENSMUSG00000025962.15	protein_coding	F	F	F	F	FASTKD2	F	F	F	F	F	F	F	F	F	F	F	F	F
4933402D24Rik	ENSMUSG00000025961.1	protein_coding	F	F	F	F		F	F	F	F	F	F	F	F	F	F	F	F	F
Klf7	ENSMUSG00000025959.13	protein_coding	T	F	T	T	KLF7	F	F	T	F	F	F	F	F	F	F	F	F	F
Creb1	ENSMUSG00000025958.14	protein_coding	T	T	T	T	CREB1	F	F	T	F	T	T	F	F	F	T	F	T	F
Mettl21a	ENSMUSG00000025956.10	protein_coding	F	F	F	F	METTL21A	F	F	T	F	F	F	F	F	F	T	F	F	F
Ccnyl1	ENSMUSG00000070871.10	protein_coding	F	F	T	F	CCNYL1	F	F	F	F	F	F	F	F	F	F	F	F	F
Fzd5	ENSMUSG00000045005.9	protein_coding	F	F	T	T	FZD5	F	F	F	F	F	F	F	F	F	F	F	F	F
Plekhm3	ENSMUSG00000051344.13	protein_coding	F	F	F	F	PLEKHM3	F	F	T	F	F	F	F	F	F	F	F	F	F
Akr1cl	ENSMUSG00000025955.13	protein_coding	F	F	F	F		F	F	F	F	F	F	F	F	F	F	F	F	F
Cryge	ENSMUSG00000070870.6	protein_coding	F	F	F	T		F	F	F	F	F	F	F	F	F	F	F	F	F
Cryga	ENSMUSG00000044429.8	protein_coding	F	F	F	T	CRYGA	F	F	F	F	F	F	F	F	F	F	F	F	F
D630023F18Rik	ENSMUSG00000044816.10	protein_coding	F	F	T	F	C2orf80	F	F	F	F	F	F	F	F	F	F	F	F	F
Idh1	ENSMUSG00000025950.16	protein_coding	F	T	F	T	IDH1	T	F	F	F	F	F	F	F	F	F	F	F	F
Pikfyve	ENSMUSG00000025949.16	protein_coding	F	F	T	F	PIKFYVE	F	F	T	F	F	F	F	F	F	F	F	F	F
Pth2r	ENSMUSG00000025946.13	protein_coding	F	F	F	F	PTH2R	F	F	F	F	F	F	F	F	F	F	F	F	F
Map2	ENSMUSG00000015222.17	protein_coding	F	T	F	F	MAP2	F	F	F	F	F	F	F	F	F	F	F	F	F
Unc80	ENSMUSG00000055567.17	protein_coding	F	F	F	F	UNC80	F	F	T	F	F	F	F	F	F	F	F	F	F
Rpe	ENSMUSG00000026005.15	protein_coding	F	F	F	F	RPE	F	F	F	F	F	F	F	F	F	F	F	F	F
Kansl1l	ENSMUSG00000026004.15	protein_coding	F	F	F	F	KANSL1L	F	F	T	F	T	T	F	F	F	F	F	F	F
Acadl	ENSMUSG00000026003.5	protein_coding	F	T	T	F	ACADL	F	F	T	F	F	F	F	F	F	F	F	F	F
Myl1	ENSMUSG00000061816.15	protein_coding	F	T	T	F	MYL1	F	F	F	F	F	F	F	F	F	F	F	F	F
Lancl1	ENSMUSG00000026000.16	protein_coding	F	F	F	F	LANCL1	F	F	F	F	F	F	F	F	F	F	F	F	F
Cps1	ENSMUSG00000025991.8	protein_coding	F	F	T	T	CPS1	F	F	F	F	T	F	T	F	F	F	F	F	F
Erbb4	ENSMUSG00000062209.15	protein_coding	F	F	T	T	ERBB4	T	F	F	F	F	F	F	F	F	F	F	F	F
Ikzf2	ENSMUSG00000025997.13	protein_coding	T	F	T	F	IKZF2	T	F	F	F	F	F	F	F	F	F	F	F	F
Spag16	ENSMUSG00000053153.14	protein_coding	F	F	T	F	SPAG16	F	F	F	F	F	F	T	F	F	F	F	T	F
Vwc2l	ENSMUSG00000045648.15	protein_coding	F	F	F	F	VWC2L	F	F	F	F	F	F	F	F	F	F	F	F	F
Bard1	ENSMUSG00000026196.7	protein_coding	F	F	T	F	BARD1	T	F	F	F	F	F	F	F	F	F	F	F	F
Abca12	ENSMUSG00000050296.14	protein_coding	F	F	T	F	ABCA12	F	F	F	F	F	F	F	F	F	F	F	F	F
Atic	ENSMUSG00000026192.13	protein_coding	F	F	F	T	ATIC	F	F	F	F	F	F	F	F	F	F	F	F	F
Fn1	ENSMUSG00000026193.15	protein_coding	F	T	T	T	FN1	F	F	F	F	F	F	F	F	F	F	F	F	F
Mreg	ENSMUSG00000039395.8	protein_coding	F	F	F	T	MREG	F	F	F	F	F	F	F	F	F	F	F	F	F
Pecr	ENSMUSG00000026189.13	protein_coding	F	F	F	F	PECR	F	F	F	F	F	F	F	F	F	F	F	F	F
Tmem169	ENSMUSG00000026188.11	protein_coding	F	F	F	F	TMEM169	F	F	F	F	F	F	F	F	F	F	F	F	F
Xrcc5	ENSMUSG00000026187.8	protein_coding	T	F	T	T	XRCC5	T	F	F	F	F	F	F	F	F	F	F	F	F
March4	ENSMUSG00000039372.5	protein_coding	F	F	F	F		F	F	T	F	F	F	F	F	F	F	F	F	F
Smarcal1	ENSMUSG00000039354.16	protein_coding	F	F	F	F	SMARCAL1	F	F	F	F	F	F	F	F	F	F	F	F	F
Ankar	ENSMUSG00000039342.5	protein_coding	F	F	F	F	ANKAR	F	F	T	F	F	F	F	F	F	F	F	F	F
Rpl37a	ENSMUSG00000046330.10	protein_coding	F	F	F	F		F	F	T	F	F	F	F	F	F	F	F	F	F
Igfbp2	ENSMUSG00000039323.18	protein_coding	F	T	F	F	IGFBP2	F	F	F	F	F	F	F	F	F	F	F	F	F
Igfbp5	ENSMUSG00000026185.8	protein_coding	F	T	F	T	IGFBP5	T	F	F	F	F	F	F	F	F	F	F	F	F
Tns1	ENSMUSG00000055322.15	protein_coding	F	T	F	F	TNS1	F	F	T	F	F	F	F	F	F	F	F	F	F
Rufy4	ENSMUSG00000061815.11	protein_coding	F	F	F	F	RUFY4	F	F	F	F	F	F	F	F	F	F	F	F	F
Cxcr2	ENSMUSG00000026180.8	protein_coding	F	T	F	F	CXCR2	T	F	F	F	F	F	F	F	F	F	F	F	F
Arpc2	ENSMUSG00000006304.14	protein_coding	F	F	T	F	ARPC2	F	F	T	F	T	F	T	F	F	T	F	F	F
Gpbar1	ENSMUSG00000064272.3	protein_coding	F	F	F	F	GPBAR1	F	F	T	F	F	F	F	F	F	F	F	F	F
Aamp	ENSMUSG00000006299.13	protein_coding	F	T	F	F	AAMP	F	F	F	F	F	F	F	F	F	F	F	F	F
Pnkd	ENSMUSG00000026179.14	protein_coding	F	F	F	F	PNKD	F	F	T	F	F	F	F	F	F	F	F	F	F
Tmbim1	ENSMUSG00000006301.17	protein_coding	F	F	F	F	TMBIM1	F	F	F	F	F	F	F	F	F	F	F	F	F
Catip	ENSMUSG00000073650.8	protein_coding	F	F	F	F	CATIP	F	F	F	F	F	F	F	F	F	F	F	F	F
Slc11a1	ENSMUSG00000026177.11	protein_coding	F	T	F	F	SLC11A1	F	F	F	F	F	F	F	F	F	F	F	F	F
Ctdsp1	ENSMUSG00000026176.13	protein_coding	F	F	F	F	CTDSP1	F	F	F	F	F	F	F	F	F	F	F	F	F
Vil1	ENSMUSG00000026175.12	protein_coding	F	F	F	F	VIL1	T	F	F	F	F	F	F	F	F	F	F	F	F
Usp37	ENSMUSG00000033364.13	protein_coding	F	F	T	F	USP37	F	F	T	F	T	F	F	F	F	F	F	F	F
Cnot9	ENSMUSG00000026174.9	protein_coding	F	F	F	F	CNOT9	F	F	F	F	F	F	F	F	F	F	F	F	F
Plcd4	ENSMUSG00000026173.15	protein_coding	F	F	T	F	PLCD4	F	F	T	F	F	T	F	F	F	F	F	F	F
Zfp142	ENSMUSG00000026135.17	protein_coding	F	F	F	F	ZNF142	F	F	F	F	F	T	F	F	F	F	F	F	F
Bcs1l	ENSMUSG00000026172.12	protein_coding	F	F	T	F	BCS1L	F	F	F	F	F	F	F	F	F	F	F	F	F
Rnf25	ENSMUSG00000026171.12	protein_coding	F	F	F	F	RNF25	F	F	F	F	F	F	F	F	F	F	F	F	F
Stk36	ENSMUSG00000033276.18	protein_coding	F	F	T	T	STK36	F	F	F	F	F	F	F	F	F	F	F	F	F
Ttll4	ENSMUSG00000033257.14	protein_coding	F	F	F	F	TTLL4	F	F	T	F	F	F	F	F	F	F	F	F	F
Cyp27a1	ENSMUSG00000026170.6	protein_coding	F	T	F	F	CYP27A1	F	F	F	F	F	F	F	F	F	F	F	F	F
Prkag3	ENSMUSG00000006542.13	protein_coding	T	F	F	F	PRKAG3	F	F	T	F	F	F	F	F	F	F	F	F	F
Wnt6	ENSMUSG00000033227.7	protein_coding	F	T	F	T	WNT6	F	F	T	F	F	F	F	F	F	F	F	F	F
Wnt10a	ENSMUSG00000026167.14	protein_coding	F	T	F	T	WNT10A	F	F	F	F	F	F	F	F	F	F	F	F	F
Cdk5r2	ENSMUSG00000090071.4	protein_coding	F	T	F	F	CDK5R2	F	F	F	F	F	F	F	F	F	F	F	F	F
Fev	ENSMUSG00000055197.4	protein_coding	F	F	T	T	FEV	F	F	F	F	F	F	F	F	F	F	F	F	F
Cryba2	ENSMUSG00000006546.3	protein_coding	F	F	F	F	CRYBA2	F	F	F	F	F	F	F	F	F	F	F	F	F
Ccdc108	ENSMUSG00000047021.14	protein_coding	F	F	F	F		F	F	F	F	F	F	F	F	F	F	F	F	F
Ihh	ENSMUSG00000006538.11	protein_coding	F	T	T	T	IHH	F	F	F	F	F	F	F	F	F	F	F	F	F
Nhej1	ENSMUSG00000026162.7	protein_coding	F	F	F	T	NHEJ1	F	F	T	F	F	F	F	F	F	F	F	F	F
Slc23a3	ENSMUSG00000026205.8	protein_coding	F	F	F	F	SLC23A3	F	F	F	F	F	F	F	F	F	F	F	F	F
Cnppd1	ENSMUSG00000033159.14	protein_coding	F	F	F	F	CNPPD1	F	F	F	F	F	F	F	F	F	F	F	F	F
Fam134a	ENSMUSG00000049339.16	protein_coding	F	F	F	F		F	F	F	F	F	F	F	F	F	F	F	F	F
Zfand2b	ENSMUSG00000026197.12	protein_coding	F	F	F	F	ZFAND2B	F	F	F	F	F	F	F	F	F	F	F	F	F
Abcb6	ENSMUSG00000026198.15	protein_coding	F	F	T	F	ABCB6	F	F	F	F	F	F	F	F	F	F	F	F	F
Atg9a	ENSMUSG00000033124.15	protein_coding	F	F	T	F	ATG9A	F	F	F	F	F	F	F	F	F	F	F	F	F
Ankzf1	ENSMUSG00000026199.17	protein_coding	F	F	F	F	ANKZF1	F	F	F	F	F	F	F	F	F	F	F	F	F
Glb1l	ENSMUSG00000026200.13	protein_coding	F	F	F	F	GLB1L	F	F	F	F	F	F	F	F	F	F	F	F	F
Stk16	ENSMUSG00000026201.12	protein_coding	F	F	F	F	STK16	F	F	F	F	F	F	F	F	F	F	F	F	F
Tuba4a	ENSMUSG00000026202.13	protein_coding	F	F	F	F	TUBA4A	F	F	F	F	F	F	F	F	F	F	F	F	F
A630095N17Rik	ENSMUSG00000096094.2	protein_coding	F	F	F	F		F	F	F	F	F	F	F	F	F	F	F	F	F
Dnajb2	ENSMUSG00000026203.16	protein_coding	F	F	F	F	DNAJB2	F	F	F	F	F	F	F	F	F	F	F	F	F
Ptprn	ENSMUSG00000026204.15	protein_coding	F	F	F	F	PTPRN	F	F	F	F	F	F	F	F	F	F	F	F	F
Resp18	ENSMUSG00000033061.15	protein_coding	F	F	T	F	RESP18	F	F	F	F	F	F	F	F	F	F	F	F	F
Dnpep	ENSMUSG00000026209.15	protein_coding	F	F	F	F	DNPEP	F	F	F	F	F	F	F	F	F	F	F	F	F
Des	ENSMUSG00000026208.9	protein_coding	F	T	T	T	DES	F	F	F	F	F	F	F	F	F	F	F	F	F
Speg	ENSMUSG00000026207.16	protein_coding	F	T	T	T	SPEG	F	F	F	F	F	F	F	F	F	F	F	F	F
Gmppa	ENSMUSG00000033021.16	protein_coding	F	F	F	F	GMPPA	F	F	F	F	F	F	F	F	F	F	F	F	F
Asic4	ENSMUSG00000033007.15	protein_coding	F	F	F	F	ASIC4	F	F	F	F	F	F	F	F	F	F	F	F	F
Chpf	ENSMUSG00000032997.16	protein_coding	F	F	F	F	CHPF	F	F	F	F	F	F	F	F	F	F	F	F	F
Obsl1	ENSMUSG00000026211.17	protein_coding	F	F	F	F	OBSL1	F	F	F	F	F	F	F	F	F	F	F	F	F
Tmem198	ENSMUSG00000051703.14	protein_coding	F	F	F	F	TMEM198	F	F	F	F	F	F	F	F	F	F	F	F	F
Inha	ENSMUSG00000032968.4	protein_coding	F	T	T	T	INHA	F	F	F	F	F	F	F	F	F	F	F	F	F
Stk11ip	ENSMUSG00000026213.15	protein_coding	F	F	F	F	STK11IP	F	F	F	F	F	F	F	F	F	F	F	F	F
Slc4a3	ENSMUSG00000006576.16	protein_coding	F	F	F	F	SLC4A3	F	F	F	F	F	F	F	F	F	F	F	F	F
Epha4	ENSMUSG00000026235.14	protein_coding	F	T	F	T	EPHA4	F	F	F	F	F	F	F	F	F	F	F	F	F
Pax3	ENSMUSG00000004872.15	protein_coding	T	T	T	T	PAX3	F	F	F	F	F	F	F	F	F	F	F	F	F
Sgpp2	ENSMUSG00000032908.9	protein_coding	F	F	F	F	SGPP2	F	F	T	F	T	T	F	F	F	F	F	F	F
Farsb	ENSMUSG00000026245.16	protein_coding	F	F	F	F	FARSB	F	F	T	F	F	T	F	F	F	F	F	F	F
BC035947	ENSMUSG00000090486.2	protein_coding	F	F	F	F	ERVW-1	F	F	F	F	F	F	F	F	F	F	F	F	F
Mogat1	ENSMUSG00000012187.13	protein_coding	F	F	F	F	MOGAT1	F	F	T	F	F	F	F	F	F	F	F	F	F
Acsl3	ENSMUSG00000032883.15	protein_coding	F	T	F	T	ACSL3	F	F	F	F	F	F	F	F	F	F	F	F	F
Utp14b	ENSMUSG00000079470.8	protein_coding	F	F	T	F	UTP14C	F	F	F	F	T	F	F	F	F	F	F	F	F
Kcne4	ENSMUSG00000047330.8	protein_coding	F	F	F	F	KCNE4	F	F	F	F	F	F	F	F	F	F	F	F	F
Scg2	ENSMUSG00000050711.7	protein_coding	F	T	F	T	SCG2	F	F	F	F	F	F	F	F	F	F	F	F	F
Ap1s3	ENSMUSG00000054702.14	protein_coding	F	F	F	F	AP1S3	F	F	F	F	F	F	F	F	F	F	F	F	F
Wdfy1	ENSMUSG00000073643.11	protein_coding	F	F	F	F	WDFY1	F	F	F	F	F	F	F	F	F	F	F	F	F
Mrpl44	ENSMUSG00000026248.9	protein_coding	F	F	F	F	MRPL44	F	F	F	F	F	F	F	F	F	F	F	F	F
Serpine2	ENSMUSG00000026249.10	protein_coding	F	T	T	T	SERPINE2	F	F	F	F	F	F	F	F	F	F	F	F	F
Fam124b	ENSMUSG00000043230.2	protein_coding	F	F	F	F	FAM124B	F	F	F	F	F	F	F	F	F	F	F	F	F
Cul3	ENSMUSG00000004364.14	protein_coding	F	F	T	T	CUL3	F	F	T	T	T	T	F	T	T	T	F	T	F
Gm45261	ENSMUSG00000110100.1	protein_coding	F	F	F	F	CCDC195	F	F	F	F	F	F	F	F	F	F	F	F	F
Dock10	ENSMUSG00000038608.15	protein_coding	F	F	F	F	DOCK10	F	F	T	F	F	F	F	F	F	F	F	F	F
Nyap2	ENSMUSG00000054976.14	protein_coding	F	F	F	F	NYAP2	F	F	F	F	F	F	F	F	T	F	F	F	F
Irs1	ENSMUSG00000055980.2	protein_coding	F	T	T	T	IRS1	F	F	F	F	F	F	F	F	F	F	F	F	F
Gm9747	ENSMUSG00000022591.5	protein_coding	F	F	F	F		F	F	F	F	F	F	F	F	F	F	F	F	F
Rhbdd1	ENSMUSG00000026142.15	protein_coding	F	F	F	F	RHBDD1	F	F	F	F	F	F	F	F	F	F	F	F	F
Col4a4	ENSMUSG00000067158.9	protein_coding	F	T	T	T	COL4A4	F	F	F	F	F	F	F	F	F	F	F	F	F
Col4a3	ENSMUSG00000079465.8	protein_coding	F	T	T	T	COL4A3	F	F	T	F	F	F	F	F	F	F	F	F	F
Mff	ENSMUSG00000026150.14	protein_coding	F	F	F	F	MFF	F	F	F	F	F	T	F	F	F	F	F	F	F
Tm4sf20	ENSMUSG00000026149.2	protein_coding	F	F	F	F	TM4SF20	F	F	F	F	T	F	F	F	F	F	F	F	F
Agfg1	ENSMUSG00000026159.13	protein_coding	F	F	T	T	AGFG1	F	F	T	F	T	T	F	F	F	F	F	F	F
Slc19a3	ENSMUSG00000038496.16	protein_coding	F	F	T	F	SLC19A3	F	F	F	F	F	F	F	F	F	F	F	F	F
Daw1	ENSMUSG00000053161.16	protein_coding	F	F	F	F		F	F	F	F	F	F	F	F	F	F	F	F	F
Sphkap	ENSMUSG00000026163.17	protein_coding	F	F	F	F	SPHKAP	F	F	F	F	F	F	F	F	F	F	F	F	F
Pid1	ENSMUSG00000045658.16	protein_coding	F	F	F	F	PID1	F	F	F	F	F	F	F	F	F	F	F	F	F
Dner	ENSMUSG00000036766.12	protein_coding	F	F	F	T	DNER	F	F	F	F	F	F	F	F	F	F	F	F	F
Trip12	ENSMUSG00000026219.14	protein_coding	F	F	T	F	TRIP12	F	F	T	F	T	T	T	F	T	F	F	T	F
Fbxo36	ENSMUSG00000073633.9	protein_coding	F	F	F	F	FBXO36	F	F	T	F	F	F	F	F	F	F	F	F	F
Slc16a14	ENSMUSG00000026220.6	protein_coding	F	F	F	F	SLC16A14	F	F	F	F	F	F	F	F	F	F	F	F	F
C130026I21Rik	ENSMUSG00000052477.15	protein_coding	F	F	F	F		F	F	F	F	F	F	F	F	F	F	F	F	F
Sp110	ENSMUSG00000070034.13	protein_coding	F	F	F	F	SP110	F	F	F	F	F	F	F	F	F	F	F	F	F
Sp140	ENSMUSG00000070031.11	protein_coding	F	F	F	F		F	F	F	F	F	F	F	F	F	F	F	F	F
Sp100	ENSMUSG00000026222.16	protein_coding	F	F	F	F	SP140	F	F	F	F	F	F	F	F	F	F	F	F	F
A630001G21Rik	ENSMUSG00000052760.15	protein_coding	F	F	F	F		F	F	F	F	F	F	F	F	F	F	F	F	F
Cab39	ENSMUSG00000036707.16	protein_coding	F	F	F	F	CAB39	F	F	T	F	T	F	F	F	F	F	F	F	F
Itm2c	ENSMUSG00000026223.15	protein_coding	F	F	T	T	ITM2C	F	F	F	F	F	F	F	F	F	F	F	F	F
4933407L21Rik	ENSMUSG00000026224.11	protein_coding	F	F	F	F		F	F	F	F	F	F	F	F	F	F	F	F	F
Gpr55	ENSMUSG00000049608.8	protein_coding	F	F	F	F	GPR55	F	F	F	F	F	F	F	F	F	F	F	F	F
Spata3	ENSMUSG00000026226.15	protein_coding	F	F	F	F	SPATA3	F	F	F	F	F	F	F	F	F	F	F	F	F
2810459M11Rik	ENSMUSG00000026227.11	protein_coding	F	F	F	F	C2orf72	F	F	T	F	F	F	F	F	F	F	F	F	F
Psmd1	ENSMUSG00000026229.17	protein_coding	F	F	F	F	PSMD1	F	F	T	F	F	T	F	F	F	F	F	F	F
Htr2b	ENSMUSG00000026228.6	protein_coding	F	F	T	T	HTR2B	F	F	T	F	F	F	F	F	F	F	F	F	F
Gm21972	ENSMUSG00000094638.1	protein_coding	F	F	F	F		F	F	F	F	F	F	F	F	F	F	F	F	F
Armc9	ENSMUSG00000062590.13	protein_coding	F	F	F	F	ARMC9	F	F	T	F	F	F	F	F	F	F	F	F	F
B3gnt7	ENSMUSG00000079445.3	protein_coding	F	F	F	F	B3GNT7	F	F	F	F	F	F	F	F	F	F	F	F	F
Ncl	ENSMUSG00000026234.12	protein_coding	F	T	F	T	NCL	F	F	F	F	F	F	F	F	F	F	F	F	F
Nmur1	ENSMUSG00000026237.5	protein_coding	F	F	F	F	NMUR1	F	F	F	F	F	F	F	F	F	F	F	F	F
Ptma	ENSMUSG00000026238.14	protein_coding	F	T	T	F	PTMA	F	F	F	F	F	F	F	F	T	F	F	F	F
