from	to	type
BIPERIDEN (CHEMBL1101)	Chrm2	antagonist
AMILORIDE	Asgr1	channel_blocker
Selurampanel	Gria1	antagonist
PEGNIVACOGIN	F9	inhibitor
GUANIDINE HYDROCHLORIDE	Kcns3	blocker
ROTTLERIN	Kcnh2	activator
PHENACEMIDE	Scn11a	blocker
CHEMBL343357	Chrm5	allosteric_modulator
VINORELBIN DITARTRATE	Tuba3b	inhibitor
IXAZOMIB	Psmc5	inhibitor
MONTELUKAST	S1pr4	agonist
PF-00547659	Madcam1	antibody
INK-128	Pik3cd	inhibitor
OSI-930	Flt4	inhibitor
ME-344	Ndufb5	inhibitor
SELUMETINIB	Map2k2	inhibitor
LENALIDOMIDE	Cul4a	inhibitor
PF-00477736	Chek2	inhibitor
CHEMBL273653	F11	inhibitor
MK-8777	Gria1	positive_allosteric_modulator
DIAZEPAM	Adra1a	allosteric_modulator
A-443654	Phkg1	inhibitor
VX-702	Mapk14	inhibitor
CENISERTIB	Aurkc	inhibitor
DACINOSTAT	Hdac3	inhibitor
ZOTEPINE	Htr1a	antagonist
OCINAPLON	Gabra5	allosteric_modulator
AMITRIPTYLINE	Chrm2	antagonist
ARQ-736	Raf1	inhibitor
PYRAZINAMIDE	Cpn1	inhibitor
CHEMBL1236539	Prkcd	inhibitor
CRENOLANIB	Pdgfrb	inhibitor
LOMITAPIDE	Mtnr1a	agonist
STAUROSPORINE	Phkg2	inhibitor
INDIBULIN	Tuba1c	inhibitor
ANAKINRA	Il1r1	antagonist
CHEMBL2179319	Grm2	allosteric_modulator
LITHOCHOLIC ACID	Erbb2	antibody
HALOPERIDOL	Drd2	inverse_agonist
3-HYDROXYBENZYLHYDRAZINE DIHYDROCHLORIDE	Ddc	inhibitor
2S,4R-4-METHYLGLUTAMATE	Grik1	agonist
CEP-11981	Tek	inhibitor
ARFORMOTEROL TARTRATE	Adrb2	agonist
ALANINE	Aplnr	agonist
Drinabant	Cnr1	antagonist
HEXYLCAINE HYDROCHLORIDE	Scn10a	blocker
CHEMBL1233534	P2ry4	agonist
TANZISERTIB	Mapk8	inhibitor
IDOXIFENE	Esr1	modulator
DALFAMPRIDINE	Kcnc4	blocker
MK-2461	Fgfr3	inhibitor
PERGOLIDE	Htr2b	agonist
ROPINIROLE	Drd3	agonist
SORAFENIB	Flt1	inhibitor
AG-24322	Cdk1	inhibitor
BRIMONIDINE TARTRATE	Adra2a	agonist
MK-8777	Gria3	positive_allosteric_modulator
DEOXYCHOLIC ACID	Gpbar1	agonist
CHEMBL1771389	Grm1	allosteric_modulator
TRAMADOL	Oprd1	agonist
SPIPERONE	Drd4	antagonist
REGORAFENIB	Flt1	inhibitor
CHEMBL225157	Tlr4	antagonist
PENTOBARBITAL	Cdk9	inhibitor
PASIREOTIDE PAMOATE	Sstr2	agonist
THIORIDAZINE	Htr2c	antagonist
MIDOSTAURIN	Kit	inhibitor
RIMONABANT	Cnr1	antagonist
CHEMBL133455	Htr2c	agonist
SILDENAFIL	Pde5a	inhibitor
CHEMBL265301	Gria2	antagonist
OZANEZUMAB	Rtn4	inhibitor
GABAZINE	Gabra1	antagonist
FOSINOPRIL SODIUM	Ace	inhibitor
MILTEFOSINE	Pla2g1b	inhibitor
CHEMBL1196395	Ccr5	antagonist
FLECAINIDE	Kcna7	channel_blocker
2S,4R-4-METHYLGLUTAMATE	Slc1a2	inhibitor
OXCARBAZEPINE	Scn5a	blocker
VALDECOXIB	Car12	inhibitor
IBUDILAST	Il6	inhibitor
PENTOLINIUM TARTRATE	Chrna3	antagonist
QUAZEPAM	Gabrb1	positive_allosteric_modulator
AVE0847	Ppard	agonist
TAK-659	Kdr	inhibitor
ANTAZOLINE PHOSPHATE	Hrh1	antagonist
OXANDROLONE	Ar	agonist
ARIPIPRAZOLE	Htr1a	partial_agonist
FLURANDRENOLIDE	Nr3c1	agonist
5-METHYLFURMETHIODIDE	Chrm1	agonist
TG100-801	Fgr	inhibitor
VS-5584	Pik3r1	inhibitor
ANANDAMIDE	Trpv1	activator
FLURAZEPAM HYDROCHLORIDE	Gabrg2	positive_allosteric_modulator
CHLORDIAZEPOXIDE HYDROCHLORIDE	Gabrb1	positive_allosteric_modulator
ZONISAMIDE	Scn3a	blocker
XL-820	Flt4	inhibitor
TELCAGEPANT	Calcrl	antagonist
CHEMBL429731	Npffr1	agonist
VINBLASTINE SULFATE	Tuba1a	inhibitor
TG100-115	Pik3cg	inhibitor
BMS-690514	Erbb2	inhibitor
GEDATOLISIB	Pik3r1	inhibitor
NAVITOCLAX	Bcl2l1	antagonist
KETANSERIN	Adra1b	antagonist
CAPLACIZUMAB	Vwf	binder
PREGABALIN	Cacng2	modulator
FIBRINOLYSIN, HUMAN	Fgb	inhibitor
AMANTADINE HYDROCHLORIDE	Grin3b	antagonist
DOTHIEPIN (CHEMBL1492500)	Hrh1	antagonist
IPATASERTIB	Akt2	inhibitor
DI17E6	Itgav	inhibitor
IBUDILAST	Pde4c	inhibitor
SF-1126	Pik3ca	inhibitor
COBIMETINIB	Map2k7	inhibitor
NERISPIRDINE	Kcna1	blocker
DASATINIB	Braf	inhibitor
ERLOTINIB	Egfr	inhibitor
GW468816	Grin2c	antagonist
DACTOLISIB	Pik3r6	inhibitor
CHEMBL148169	Adam33	inhibitor
PIRENZEPINE	Chrm2	antagonist
GALANIN	Galr1	agonist
LGX-806	Braf	inhibitor
TADALAFIL	Pde11a	inhibitor
SOTRASTAURIN	Prkd3	inhibitor
IMAGABALIN	Cacna1b	modulator
XL-844	Chek1	inhibitor
NV-128	Ndufc2	inhibitor
MESALAMINE	Ptgs1	inhibitor
CARFILZOMIB	Psmd13	inhibitor
LENVATINIB MESYLATE	Kdr	inhibitor
NAPROXEN ETEMESIL	Ptgs2	inhibitor
GEDATOLISIB	Mtor	inhibitor
NALOXONE HYDROCHLORIDE	Oprd1	antagonist
PF-03715455	Mapk14	inhibitor
DESOXYCORTICOSTERONE	Grpr	agonist
STAUROSPORINE	Chrm1	allosteric_modulator
VERATRIDINE	Scn8a	activator
MOCLOBEMIDE	Maob	inhibitor
SORAFENIB	Ret	inhibitor
Hemay-022	Erbb2	inhibitor
CHEMBL312245	Oxtr	antagonist
ADENOSINE DIPHOSPHATE	P2ry13	agonist
CEDIRANIB	Flt1	inhibitor
MOXETUMOMAB PASUDOTOX	Cd22	antibody
ARPROMIDINE	Hrh2	agonist
MECLOFENAMATE SODIUM	Ptgs2	inhibitor
DIGOXIN	Atp1a1	inhibitor
INDECAINIDE HYDROCHLORIDE	Scn11a	blocker
PILARALISIB (CHEMBL3218575)	Pik3c2a	inhibitor
TRICHLORMETHIAZIDE	Slc12a3	inhibitor
IBRUTINIB	Txk	inhibitor
MGCD-265	Mst1r	inhibitor
CHEMBL332347	Npffr1	antagonist
TETRACAINE HYDROCHLORIDE	Scn3a	blocker
ALITRETINOIN	Rxra	agonist
CHEMBL329011	Mc4r	antagonist
TIPIFARNIB	Fntb	inhibitor
CHEMBL221692	Drd2	agonist
PHENDIMETRAZINE TARTRATE	Slc6a3	inhibitor
DOTHIEPIN (CHEMBL1492500)	Chrm1	antagonist
DASATINIB	Csf1r	inhibitor
DASOTRALINE	Nat2	inhibitor
SECOBARBITAL SODIUM	Gabrg2	positive_allosteric_modulator
FIGITUMUMAB	Igf1r	antibody
BIVALIRUDIN	F2	inhibitor
BRIGATINIB	Egfr	inhibitor
ADATANSERIN	Htr2a	antagonist
AZILSARTAN KAMEDOXOMIL	Agtr1b	antagonist
ODANACATIB	Ctsk	inhibitor
PHENYLARSINE OXIDE	Slc6a9	blocker
CHEMBL422942	Npy1r	antagonist
TANOMASTAT	Mmp2	inhibitor
DARIFENACIN	Chrm1	antagonist
SORAFENIB TOSYLATE	Raf1	inhibitor
CHEMBL252764	Sstr5	agonist
CARMOTEROL	Adrb2	agonist
INSULIN SUSP PROTAMINE ZINC PURIFIED PORK	Insr	agonist
CHEMBL464552	Rps6ka1	inhibitor
TACRINE	Ache	inhibitor
CEPHAPIRIN	Tshr	agonist
SELUMETINIB	Map2k5	inhibitor
CHEMBL3274309	Avpr1a	agonist
TRAMETINIB	Map2k1	inhibitor
OXOTREMORINE	Chrm4	agonist
SB-705498	Trpv1	blocker
TETRACAINE HYDROCHLORIDE	Scn8a	blocker
TRETINOIN	Rarg	agonist
MARIZOMIB	Psmb2	inhibitor
CGS-8216	Gabra3	agonist
ALVOCIDIB	Cdk6	inhibitor
CHLOROTHIAZIDE	Slc12a3	inhibitor
PHENACEMIDE	Scn5a	blocker
BISMUTH SUBSALICYLATE	Ptgs1	inhibitor
CABAZITAXEL	Tuba3b	inhibitor
BMS-387032	Cdk2	inhibitor
CHRYSIN	Cyp1b1	inhibitor
VENLAFAXINE	Slc6a2	inhibitor
NIMOTUZUMAB	Egfr	antibody
CHEMBL2431768	Xiap	antagonist
SELEPRESSIN	Avpr1a	agonist
TESEVATINIB	Erbb2	inhibitor
METHOHEXITAL SODIUM	Gabre	positive_allosteric_modulator
ESLICARBAZEPINE	Scn9a	blocker
PHA-543613	Chrna7	agonist
PROPOFOL	Gabrg2	positive_allosteric_modulator
CHEMBL1802728	Cdk7	inhibitor
CHEMBL27885	F2	inhibitor
OPROZOMIB	Psmd14	inhibitor
MECASERMIN	Igf1r	agonist
ETARACIZUMAB	Itgb3	antagonist
GADOBENATE DIMEGLUMINE	Asic1	activator
CARFILZOMIB	Psmc6	inhibitor
TOLAZOLINE	Adra2b	antagonist
BUPARLISIB	Pik3r2	inhibitor
RECILISIB	Pik3cb	inhibitor
DARBEPOETIN ALFA	Epor	agonist
VANDETANIB	Kdr	inhibitor
BEPRIDIL HYDROCHLORIDE	Cacna2d3	blocker
GABAPENTIN	Cacna1f	modulator
LINIFANIB	Flt4	inhibitor
CHEMBL1851943	Hdac5	inhibitor
SORAFENIB	Flt3	inhibitor
BUMETANIDE	Slc12a1	blocker
Trelanserin	Htr2a	antagonist
DIPRENORPHINE	Oprd1	agonist
BOSUTINIB	Sik1	inhibitor
CEP-7055	Kdr	inhibitor
ABEXINOSTAT	Hdac7	inhibitor
DILTIAZEM HYDROCHLORIDE	Cacna1f	blocker
CUDC-907	Hdac6	inhibitor
METHOHEXITAL SODIUM	Gabra3	positive_allosteric_modulator
ZONAMPANEL	Gria3	antagonist
CHEMBL189568	Agtr2	agonist
PANOBINOSTAT	Hdac1	inhibitor
ANDOLAST	Kcnma1	activator
PICROTOXIN	Gabrb3	channel_blocker
AFAMELANOTIDE	Mc1r	agonist
PSEUDOEPHEDRINE HYDROCHLORIDE	Sik3	inhibitor
ROLOFYLLINE (CHEMBL2103819)	Adora1	antagonist
PREGABALIN	Cacna1f	modulator
FLUTICASONE	Nr3c1	antagonist
CERLAPIRDINE	Htr6	antagonist
EPIGALOCATECHIN GALLATE	Ep300	inhibitor
CHEMBL329011	Mc3r	antagonist
Delantercept	Acvrl1	inhibitor
VORINOSTAT	Hdac7	inhibitor
ROPINIROLE	Tph1	inhibitor
CLOFIBRATE	Met	inhibitor
(R)ZACOPRIDE	Htr3b	antagonist
SELUMETINIB	Map2k7	inhibitor
ACIFRAN	Hcar2	agonist
AMUVATINIB	Met	inhibitor
METHOXAMINE	Adra1b	agonist
AZD-5363	Akt3	inhibitor
ISOFLURANE	Gabra3	positive_allosteric_modulator
BGT-226 (CHEMBL3545096)	Pik3r5	inhibitor
SU-14813	Kit	inhibitor
ENMD-981693	Fgfr1	inhibitor
BEGELOMAB	Dpp4	inhibitor
RUFINAMIDE	Scn11a	blocker
HYDROXYAMPHETAMINE HYDROBROMIDE	Adra2b	agonist
FARLETUZUMAB	Folr1	antagonist
AFLIBERCEPT	Vegfa	inhibitor
MESALAMINE	Grik4	agonist
ASOPRISNIL	Pgr	antagonist
OCTANOL	Gjb4	inhibitor
PIMASERTIB	Map2k1	inhibitor
CHEMBL403317	Grpr	agonist
PEMBROLIZUMAB	Pdcd1	antibody
ACAMPROSATE CALCIUM	Grin2a	antagonist
BLONANSERIN	Htr2a	antagonist
HYDROMORPHONE	Oprd1	agonist
GALETERONE	Ar	antagonist
GSK239512	Adgrg3	antagonist
NICLOSAMIDE	Kcnt1	activator
LETROZOLE	Cyp19a1	inhibitor
CHEMBL39372	Grm1	antagonist
SPIPERONE	Htr1a	antagonist
PHENYLEPHRINE	Adra1b	agonist
PUMOSETRAG	Htr4	agonist
PALBOCICLIB	Cdk4	inhibitor
ASTEMIZOLE	Oxtr	antagonist
TRIPROLIDINE	Hrh1	antagonist
DEPUDECIN	Hdac1	inhibitor
CEP-1347	Map3k9	inhibitor
N6-CYCLOPENTYLADENOSINE	Adora1	agonist
TIVANTINIB	Met	inhibitor
BIPERIDEN (CHEMBL1101)	Chrm3	antagonist
LY-3023414	Pik3r2	inhibitor
CHLOROPROCAINE HYDROCHLORIDE	Scn2a	blocker
ORANTINIB	Flt4	inhibitor
PILARALISIB (CHEMBL3218575)	Pik3cg	inhibitor
CHIR-265	Kdr	inhibitor
AZD-8186	Pik3ca	inhibitor
VATIQUINONE	Nqo1	modulator
BALAMAPIMOD	Map2k1	inhibitor
CGS-15943	Adora3	antagonist
FLUNITRAZEPAM	Gabra2	allosteric_modulator
DICHLORPHENAMIDE	Car2	inhibitor
SONIDEGIB PHOSPHATE	Smo	inhibitor
SUNITINIB	Kit	inhibitor
CHEMBL3186106	Adrb3	agonist
Ribociclib	Cdk6	inhibitor
Roniciclib	Cdk1	inhibitor
CHEMBL97450	Htr1b	agonist
FORASARTAN	Agtr1b	antagonist
RUBOXISTAURIN	Prkcb	inhibitor
ELINOGREL	P2ry12	antagonist
TRANYLCYPROMINE SULFATE	Maob	inhibitor
DEXMEDETOMIDINE	Adra2b	agonist
CEDIRANIB	Pdgfrb	inhibitor
TREMELIMUMAB	Ctla4	antibody
IBUPROFEN LYSINE	Ptgs1	inhibitor
LIFITEGRAST	Itgal	antagonist
ETHOXZOLAMIDE	Car1	inhibitor
TOFACITINIB CITRATE	Tyk2	inhibitor
CHEMBL202721	Aurka	inhibitor
BUTABARBITAL SODIUM	Gabrb2	positive_allosteric_modulator
LAMOTRIGINE	Scn9a	blocker
CABAZITAXEL	Tubb5	inhibitor
LEVOMEPROMAZINE	Drd4	antagonist
PRUCALOPRIDE	Nat2	agonist
ENOXAPARIN SODIUM	Serpinc1	activator
CHEMBL1213492	Hdac5	inhibitor
NIACIN	Dgat2	inhibitor
CHEMBL327745	Grk3	agonist
ENALAPRIL MALEATE	Ace	inhibitor
OBETICHOLIC ACID	Nr1h4	agonist
PAZOPANIB	Flt4	inhibitor
OXYPHENBUTAZONE	Ptgs2	inhibitor
BRINZOLAMIDE	Car7	inhibitor
FUROSEMIDE	Slc12a1	inhibitor
ISOFLURANE	Gabrg1	positive_allosteric_modulator
ENMD-2076	Aurka	inhibitor
DASATINIB	Hck	inhibitor
Tarafenacin	Chrm3	antagonist
BORTEZOMIB	Psmd11	inhibitor
PYRIDOXAL PHOSPHATE	Abat	inhibitor
MUBRITINIB	Erbb2	inhibitor
VS-5584	Pik3r3	inhibitor
TRAZODONE	Htr2b	antagonist
IDELALISIB	Pik3cd	inhibitor
CHEMBL1851943	Hdac6	inhibitor
CLONAZEPAM	Gabra1	allosteric_modulator
EGLUMEGAD	Grm6	agonist
CHEMBL435323	Avpr1a	agonist
ITRACONAZOLE	Lhcgr	agonist
TASELISIB	Pik3cb	inhibitor
ENOXAPARIN	Ccr3	agonist
BROMOCRIPTINE	Htr6	agonist
CHLORPROPAMIDE	Abcc8	blocker
ISATUXIMAB	Cd38	antibody
SPIRAMIDE	Htr2b	antagonist
CARBACYCLIN	Ptgdr	agonist
FARNESYL DIPHOSPHATE	Lpar2	agonist
AC-480	Egfr	inhibitor
ROPIVACAINE HYDROCHLORIDE	Scn10a	blocker
VOLOCIXIMAB	Itga5	antagonist
NS-018	Jak2	inhibitor
HYDROMORPHONE HYDROCHLORIDE	Oprm1	agonist
PRINOMASTAT	Mmp13	vaccine
LYSERGIDE	Htr2c	agonist
FLURAZEPAM HYDROCHLORIDE	Gabrb3	positive_allosteric_modulator
OXYBUTYNIN	Chrm4	antagonist
CHEMBL1161480	Nmbr	agonist
PROMAZINE	Drd3	antagonist
CHEMBL452864	Cxcr4	antagonist
BEVENOPRAN	Oprm1	antagonist
CGS-27023A	Mmp3	inhibitor
PRIMIDONE	Scn7a	blocker
HYDROXYUREA	Rrm2	inhibitor
MLN-1202	Ccr2	antagonist
CLOBAZAM	Gabra3	positive_allosteric_modulator
MIBOLERONE	Ar	agonist
ISOTRETINOIN	Rarg	agonist
CANDICIDIN	Pik3cd	inhibitor
POLMACOXIB	Car1	inhibitor
LANREOTIDE ACETATE	Sstr2	agonist
PICROTOXININ	Alms1	channel_blocker
D-ASPARTATE	Grin2c	agonist
SONOLISIB	Pik3cg	inhibitor
CHEMBL277120	Serpina3n	agonist
SOTRASTAURIN	Prkcd	inhibitor
RAPACURONIUM BROMIDE	Chrng	antagonist
ARECAIDINE PROPARGYL ESTER	Chrm3	agonist
VOXTALISIB	Pik3r3	inhibitor
XANOMELINE	Htr6	agonist
ENCALERET	Casr	allosteric_modulator
PHENTOLAMINE MESYLATE	Adra1a	antagonist
BMS-690514	Kdr	inhibitor
INT131	Pparg	modulator
DESFLURANE	Gabra4	positive_allosteric_modulator
CHEMBL442577	Oprm1	agonist
ERLOTINIB HYDROCHLORIDE	Egfr	inhibitor
IMATINIB MESYLATE	Pdgfrb	inhibitor
PENTOXIFYLLINE	Pde3a	inhibitor
TELATINIB	Flt4	inhibitor
FENCLONINE	Pah	inhibitor
SUNITINIB	Pdgfb	inhibitor
CHEMBL339053	Mc4r	agonist
PF-03814735	Aurka	inhibitor
CAFFEINE	Adora1	antagonist
ASPIRIN	Cpt2	inhibitor
ABEXINOSTAT	Hdac8	inhibitor
NIMODIPINE	Cacna1s	blocker
SF-1126	Pik3r1	inhibitor
CHEMBL1097939	Gria2	allosteric_modulator
NERAMEXANE MESYLATE	Grin2b	antagonist
VILANTEROL	Adrb2	agonist
CM-082	Pdgfrb	inhibitor
THEOPHYLLINE SODIUM GLYCINATE	Pde3a	inhibitor
ATRASENTAN	Ednra	antagonist
CHEMBL1256672	Adora2a	agonist
AMSACRINE	Oxtr	agonist
AXOMADOL	Oprd1	agonist
PROPYLENE GLYCOL	Fpr1	antagonist
KETANSERIN	Serpina3n	antagonist
MONTELUKAST	S1pr3	antagonist
BITOPERTIN	Slc6a9	inhibitor
OLEOYL DOPAMINE	Gpr119	agonist
DICUMAROL	Gm21974	inhibitor
NAPROXEN	Ptgs1	inhibitor
VINBLASTINE	Tubb5	inhibitor
CHEMBL3108827	Xiap	antagonist
Radiprodil	Grin2b	antagonist
VANDETANIB	Kdr	inhibitor
TOLRESTAT	Akr1b3	inhibitor
CHEMBL1236539	Prkca	inhibitor
OXANDROLONE	Il1r1	antagonist
PROBENECID	Slc22a8	inhibitor
MOTESANIB	Kit	inhibitor
IBUPROFEN	Ptgs2	inhibitor
ISOPROTERENOL HYDROCHLORIDE	Adrb1	agonist
GUANIDINE HYDROCHLORIDE	Kcna6	blocker
FOSDAGROCORAT	Nr3c1	modulator
IMGATUZUMAB	Egfr	antibody
PRILOCAINE HYDROCHLORIDE	Scn1a	blocker
CHEMBL410596	Sstr5	agonist;antagonist
CHEMBL17639	Anxa3	agonist
SELINEXOR	Xpo1	inhibitor
BORTEZOMIB	Psmb3	inhibitor
AC-480	Egfr	inhibitor
RO-316233	Prkcb	inhibitor
CHEMBL131171	Tacr1	antagonist
PIMOZIDE	Cacna1i	channel_blocker
OXYBUTYNIN	Chrm3	antagonist
SNS-314	Aurkc	inhibitor
CHEMBL1951658	Grm1	allosteric_modulator
ZIPRASIDONE HYDROCHLORIDE	Drd2	antagonist
CHEMBL32582	Adora2b	antagonist
DOCETAXEL HYDRATE	Tuba3b	inhibitor
PAMOIC ACID	Ptger2	antagonist
SP-600125	Mapk8	inhibitor
CHEMBL60264	Htr6	antagonist
CHEMBL279453	Chrm3	antagonist
BMS-690514	Kdr	inhibitor
MK-2206	Akt1	inhibitor
CLONIDINE HYDROCHLORIDE	Adra2b	agonist
DIZOCILPINE	Grin2c	channel_blocker
BEXAROTENE	Rxrg	agonist
MEQUINOL	Tyr	inhibitor
IBRUTINIB	Blk	inhibitor
INDIRUBIN SULFATE	Cdk2	inhibitor
AT-9283	Ret	inhibitor
PHENAZOPYRIDINE HYDROCHLORIDE	Scn11a	blocker
AMUVATINIB	Ret	inhibitor
CHEMBL477396	Grm4	allosteric_modulator
TERGURIDE	Drd3	agonist
METFORMIN HYDROCHLORIDE	Ndufs8	inhibitor
JI-101	Kdr	inhibitor
MENADIONE	Aox1	inhibitor
PALBOCICLIB	Cdk6	inhibitor
LONAFARNIB	Fnta	inhibitor
CHEMBL1256998	Nat2	antagonist
PD-170292	Cckar	agonist
RESEQUINIL	Gabra3	inverse_agonist
PIROXICAM	Ptgs2	inhibitor
RG-547	Cdk4	inhibitor
LONAFARNIB	Hras	inhibitor
OXAPROZIN POTASSIUM	Ptgs1	inhibitor
PEGINTERFERON ALFA-2A	Ifnar2	agonist
DESFLURANE	Gabra3	positive_allosteric_modulator
GSK2849466	Ar	modulator
SCOPOLAMINE	Chrm3	antagonist
CUDC-101	Hdac7	inhibitor
CHEMBL80472	Bdkrb1	antagonist
LEVODOPA	Gpr143	agonist
RAMATROBAN	Ptgdr2	antagonist
SIBUTRAMINE HYDROCHLORIDE	Slc6a3	inhibitor
VASOPRESSIN TANNATE	Avpr2	agonist
MIBEFRADIL DIHYDROCHLORIDE	Cacna1i	blocker
CHEMBL387187	Egfr	inhibitor
CENICRIVIROC	Ccr5	antagonist
TUBOCURARINE CHLORIDE	Chrnd	antagonist
CHEMBL432038	Grm7	antagonist
FEVIPIPRANT	Ptgdr2	antagonist
OLARATUMAB	Pdgfra	antibody
HALAZEPAM	Gabra1	positive_allosteric_modulator
CHEMBL1184349	Grin2c	channel_blocker
TEZAMPANEL	Grik2	antagonist
DEXFOSFOSERINE	Adgrb1	agonist
ROLOFYLLINE (CHEMBL52333)	Cxcr4	agonist
ACAMPROSATE CALCIUM	Grin1	antagonist
DANTROLENE	Ryr3	antagonist
PROCAINAMIDE HYDROCHLORIDE	Scn8a	blocker
BIPERIDEN LACTATE	Chrm1	antagonist
CLORGILINE	Maoa	inhibitor
ORPHENADRINE CITRATE	Scn10a	blocker
CEBRANOPADOL	Oprk1	agonist
CEP-2563	Prkcq	inhibitor
ELPETRIGINE	Cacna1c	blocker
CHEMBL1081312	Mtor	inhibitor
ZOLEDRONIC ACID	Fdps	inhibitor
AS-703988	Map2k2	inhibitor
NISOLDIPINE	Cacna1c	gating_inhibitor
CHEMBL1236936	Col4a5	activator
AZD5672	Ccr5	antagonist
COBIMETINIB	Map2k2	inhibitor
LORCASERIN	Htr2a	agonist
CGS-27023A	Mmp2	inhibitor
AMUVATINIB	Met	inhibitor
GRANISETRON HYDROCHLORIDE	Htr3a	antagonist
ATORVASTATIN CALCIUM	Hmgcr	inhibitor
LIDOCAINE	Scn8a	blocker
RESEQUINIL	Gabra4	inverse_agonist
ZONISAMIDE	Scn4a	blocker
CHEMBL20963	Htr2a	agonist
AMISULPRIDE	Drd2	antagonist
DOVITINIB	Flt3	inhibitor
BECLOMETHASONE DIPROPIONATE	Nr3c1	agonist
CHELERYTHRINE	Prkar2b	inhibitor
VANDETANIB	Egfr	inhibitor
DACTOLISIB	Pik3r1	inhibitor
CHEMBL494303	F2rl1	agonist
LINIFANIB	Ret	inhibitor
SODIUM PHENYLBUTYRATE	Hdac2	inhibitor
PYRIMETHAMINE	Nalcn	channel_blocker
ETORPHINE (CHEMBL1908334)	Oprk1	agonist
CHEMBL100014	Hdac7	inhibitor
MONOETHANOLAMINE	Tap2	antagonist
ETRETINATE	Rarb	agonist
BEFLOXATONE	Maoa	inhibitor
MP-412	Egfr	inhibitor
LY-3009120	Araf	inhibitor
NINTEDANIB	Flt1	inhibitor
LIXIVAPTAN	Avpr2	antagonist
CHLAMYDOCIN	Hdac1	inhibitor
TETRAHYDROZOLINE HYDROCHLORIDE	Adra2b	agonist
INFIGRATINIB	Fgfr1	inhibitor
NEOSTIGMINE BROMIDE	Tgfbr1	inhibitor
BENZTHIAZIDE	Car2	inhibitor
DEXTOFISOPAM	Tspo	agonist
GLUCAGON HYDROCHLORIDE RECOMBINANT	Gcgr	agonist
SPIRAPRILAT	Ace	inhibitor
NEOSTIGMINE	Ache	inhibitor
TALBUTAL	Gabrp	positive_allosteric_modulator
ENALAPRILAT	Ace	inhibitor
INCYCLINIDE	Mmp2	inhibitor
RILUZOLE	Kcnk4	activator
MERETHOXYLLINE PROCAINE	Scn4a	blocker
MASITINIB	Pdgfrb	inhibitor
BIPERIDEN HYDROCHLORIDE	Chrm1	antagonist
24(S),25-EPOXYCHOLESTEROL	Nr1h2	agonist
CHEMBL282489	Esr1	agonist
TEMSIROLIMUS	Mtor	inhibitor
BRINZOLAMIDE	Car2	inhibitor
PARAMETHASONE	Il17ra	agonist
CEBRANOPADOL	Oprl1	agonist
NVP-AUY922	Hsp90ab1	inhibitor
NAVARIXIN	Cxcr2	antagonist
VIPADENANT	Adora2b	antagonist
HALOPERIDOL	Drd2	antagonist
NERISPIRDINE	Kcna7	blocker
DISOPYRAMIDE	Scn5a	blocker
RISEDRONIC ACID	Fdps	inhibitor
RYANODINE	Ryr2	activator;channel_blocker
LANDOGROZUMAB	Mstn	inhibitor
VISMODEGIB	Ptch1	inhibitor
NALTRIBEN	Oprk1	antagonist
PONATINIB	Kdr	inhibitor
SCRIPTAID	Hdac1	inhibitor
TETRACAINE HYDROCHLORIDE	Scn4a	blocker
PF-04691502	Pik3r3	inhibitor
FLUTICASONE PROPIONATE	Nr3c1	antagonist
GLUCAGON HYDROCHLORIDE	Gcgr	agonist
BARICITINIB	Jak2	inhibitor
VERAPAMIL HYDROCHLORIDE	Cacna1d	blocker
RUXOLITINIB	Jak2	inhibitor
SB-224289	Htr2a	antagonist
WX-037	Pik3r5	inhibitor
NV-128	Ndufs2	inhibitor
GABAPENTIN ENACARBIL	Cacng7	modulator
THEOPHYLLINE	Pde3a	inhibitor
ISTRADEFYLLINE	Adora1	antagonist
BROMFENAC SODIUM	Ptgs2	inhibitor
LIDOCAINE	Scn5a	channel_blocker
ALPROSTADIL	Ptger4	agonist
FOSPHENYTOIN	Scn5a	blocker
METHYLERGONOVINE	Htr2c	agonist
RANOLAZINE	Scn9a	blocker
DIGOXIN	Atp1a3	inhibitor
MEPHENYTOIN	Scn8a	blocker
INFIGRATINIB	Fgfr4	inhibitor
IXAZOMIB CITRATE	Psma8	inhibitor
IBRUTINIB	Erbb4	inhibitor
LEVETIRACETAM	Sv2a	modulator
NICKEL (II) ION	Drd5	agonist
AMOXAPINE	Drd4	antagonist
ERGOTAMINE TARTRATE	Adra2a	agonist
CHEMBL403858	Chrna7	agonist
LEVORPHANOL	Oprm1	agonist
VINBURNINE	Chrm1	allosteric_modulator
NINTEDANIB	Fgfr2	inhibitor
TALMAPIMOD	Mapk11	inhibitor
DYCLONINE HYDROCHLORIDE	Scn4a	blocker
FR-122047	Ptgs1	inhibitor
PRILOCAINE	Scn11a	blocker
LISURIDE	Htr2c	agonist
EPINEPHRINE BITARTRATE	Adrb3	agonist
OSI-930	Kdr	inhibitor
DRAFLAZINE	Slc29a1	inhibitor
ECONAZOLE	Trpv5	channel_blocker
IRAMPANEL	Gria2	antagonist
AMISULPRIDE	Drd2	antagonist
ORPHENADRINE (CHLORIDE)	Grin2d	antagonist
AFLIBERCEPT	Vegfa	antibody
DARIFENACIN	Chrm5	antagonist
XEN403	Scn9a	blocker
CHEMBL16997	Adora3	antagonist
RALOXIFENE	Gper1	agonist
TRASTUZUMAB	Erbb2	inhibitor
