from	to	type
PHLORIZIN	SLC5A3	inhibitor
CLOZAPINE	HTR2A	antagonist
NAFARELIN ACETATE	GNRHR	agonist
CHEMBL97424	DRD3	agonist
CHEMBL139677	CHRM1	allosteric_modulator
OCTREOTIDE ACETATE	SSTR2	agonist
SONEDENOSON	ADORA2A	agonist
5-METHYLFURMETHIODIDE	CHRM3	agonist
NALTRINDOLE	OPRD1	antagonist
TIOSPIRONE	HTR6	antagonist
OLANZAPINE	HTR2C	antagonist
HUMAN INTERLEUKIN-2	IL2RG	agonist
REPARIXIN	CXCR1	antagonist
HYDROXOCOBALAMIN	MUT	cofactor
MEBENDAZOLE	TUBB1	binder
OSANETANT	TACR3	antagonist
IBIPINABANT	CNR1	antagonist
MELATONAN	MC5R	agonist
CHEMBL586058	CASP3	inhibitor
IMPLITAPIDE	MTTP	inhibitor
LY-255283	LTB4R2	antagonist
GUANIDINO ACETATE	CCR1	agonist
TRIPTORELIN PAMOATE	GNRHR	agonist
NAFCILLIN	F2RL3	antagonist
VATALANIB	FLT1	inhibitor
CHEMBL150830	OPRL1	antagonist
HIMBACINE	CHRM3	antagonist
EGLUMETAD	GRM3	agonist
CHEMBL55242	F2RL1	agonist
CYCLOSPORINE	FPR1	antagonist
TIOTROPIUM BROMIDE	CHRM3	antagonist
CHEMBL1256797	HTR1F	agonist
HYDROCODONE BITARTRATE	OPRD1	agonist
PILOCARPINE	CHRM4	agonist
TRANSTORINE	GPR35	agonist
SABCOMELINE	CHRM4	agonist
HYDROCHLORIC ACID	CHRM1	antagonist
ETIOCHOLANOLONE	EDN1	agonist
AZD1981	PTGDR2	antagonist
SORAFENIB TOSYLATE	FLT1	inhibitor
LEVOBETAXOLOL	ADRB2	antagonist
CHEMBL442494	SSTR1	agonist
CHEMBL1741437	HCAR2	agonist
RAVIDASVIR	C5AR1	agonist
RIOCIGUAT	GUCY1A2	positive_allosteric_modulator
SUMATRIPTAN	HTR1D	agonist
METHYLDOPA	ADRA2C	agonist
ADENOSINE	ADORA2A	agonist
THIORIDAZINE	DRD3	antagonist
METHANANDAMIDE	KCNK3	channel_blocker
CARTEOLOL HYDROCHLORIDE	ADRB2	antagonist
CHEMBL1255781	NAT1	antagonist
MEPIVACAINE HYDROCHLORIDE	SCN10A	blocker
AMITRIPTYLINE	HRH1	antagonist
OTENABANT	CNR1	antagonist
TRIMIPRAMINE MALEATE	NAT1	inhibitor
BRUCINE	CHRM3	allosteric_modulator
OXYMETAZOLINE	HTR1D	agonist
OXYMETAZOLINE HYDROCHLORIDE	ADRA2B	agonist
BROMOCRIPTINE	ADRA2B	antagonist
SERTINDOLE	HTR1B	antagonist
CLONAZEPAM	GABRQ	positive_allosteric_modulator
APRACLONIDINE HYDROCHLORIDE	ADRA2B	agonist
NALOXONE	OPRD1	antagonist
ESTRIOL	ESR1	agonist
CLOZAPINE	HTR2C	antagonist
GR-127935	HTR2B	agonist
FULVESTRANT	ESR1	antagonist
CYCLOSPORIN H	FPR1	antagonist
CYCLOPENTOLATE HYDROCHLORIDE	CHRM3	antagonist
L-ALANINE	GPRC6A	agonist
PALIPERIDONE	HTR1D	antagonist
CHEMBL1397260	PTGDR2	agonist
MEPHENTERMINE SULFATE	ADRA2C	agonist
THIORIDAZINE	HTR2A	antagonist
CYCLIZINE LACTATE	HRH1	antagonist
LOXO-101	NTRK2	inhibitor
SCH-37370	CNTFR	agonist
RISPERIDONE	HTR2C	antagonist
CHEMBL183460	HTR1B	antagonist
PRIMIDONE	GABRG1	positive_allosteric_modulator
NAVARIXIN	CXCR1	antagonist
Anlotinib	FLT1	inhibitor
AMITRIPTYLINE HYDROCHLORIDE	NAT1	inhibitor
GLEMANSERIN	HTR2C	antagonist
ENMD-2076	AURKA	inhibitor
CHEMBL1317823	PTGER1	antagonist
LIDOFLAZINE	HTR1B	agonist
AMISELIMOD HYDROCHLORIDE	S1PR2	modulator
BIFEPRUNOX	HTR1A	agonist
OXAZEPAM	GABRG1	positive_allosteric_modulator
CARVEDILOL	ADRB2	antagonist
CARBAMAZEPINE	SCN10A	blocker
SERTINDOLE	HTR1A	antagonist
OXPRENOLOL	ADRB1	antagonist
PARAMETHASONE	SERPINA6	binder
DOXEPIN	SLC6A2	inhibitor
(R,S)-AMPA	GRIA1	agonist
CHEMBL1459962	TRPC5	channel_blocker
SOTALOL HYDROCHLORIDE	ADRB1	antagonist
PRINOMASTAT	MMP13	inhibitor
PIMOZIDE	DRD3	antagonist
NADOLOL	ADRB1	antagonist
TREBANANIB	ANGPT2	inhibitor
SATAVAPTAN	AVPR1A	antagonist
YOHIMBINE	HTR1B	antagonist
DALFAMPRIDINE	KCNA7	blocker
ILOMASTAT	MMP12	inhibitor
JNJ-17216498	HRH3	antagonist
VINORELBIN DITARTRATE	TUBB	inhibitor
AMIODARONE	KCNA7	channel_blocker
CHEMBL215294	P2RY6	agonist
METERGOLINE	HTR1D	antagonist
CHEMBL7318	HTR1A	antagonist
5-OXO-ETE	OXER1	agonist
L-694247	HTR1B	agonist
LYSERGIDE	HTR2C	agonist
ZOTEPINE	DRD3	antagonist
CHEMBL179281	GCGR	antagonist
FOSBRETABULIN DISODIUM	TUBB1	inhibitor
CHEMBL269016	CCKAR	agonist
LIAFENSINE	NAT1	inhibitor
ESMIRTAZAPINE MALEATE	ADRA2A	antagonist
LENERCEPT	TNF	inhibitor
PRAMIPEXOLE	DRD3	agonist
GSK-2636771	PTEN	inhibitor
KETANSERIN	DRD1	antagonist
CHEMBL277475	GRM6	agonist
SPIPERONE	HTR1D	antagonist
CHLORPROMAZINE	HTR2A	antagonist
SYNTHETIC CONJUGATED ESTROGENS, B	ESR1	agonist
ESOMEPRAZOLE STRONTIUM	ATP4B	inhibitor
MAGNESIUM	KCNJ4	channel_blocker
CHEMBL196677	DRD3	antagonist
FLIBANSERIN	HTR2A	antagonist
CHEMBL1600780	HTR2B	agonist
IPRATROPIUM	CHRM3	antagonist
ROXINDOLE	HTR1B	agonist
GLUCAGON	GCGR	agonist
TYRPHOSTIN 1	SSTR5	agonist
HEXESTROL	ESR1	antagonist
PIMAVANSERIN TARTRATE	HTR2A	inverse_agonist
CDP-7657	CD40LG	inhibitor
ADENOSINE	ADORA2A	agonist
RISPERIDONE	HTR1F	antagonist
HYDROXYCHLOROQUINE	F2R	agonist
DROPERIDOL	CNR1	allosteric_modulator
LINTITRIPT	CCKAR	antagonist
SIBENADET	ADRB2	agonist
CHEMBL606240	P2RY13	antagonist
SUMATRIPTAN SUCCINATE	HTR1B	agonist
CHEMBL306764	GPR55	agonist
VINCAMINE	CHRM3	allosteric_modulator
ARRY-502	PTGDR2	antagonist
ALEFACEPT	CD2	inhibitor
GONADORELIN ACETATE	GNRHR	agonist
VOLINANSERIN	HTR2B	antagonist
RELENOPRIDE	NAT1	agonist
ADENOSINE TRIPHOSPHATE	P2RY13	agonist
N-FORMYLMETHIONYL-LEUCYLPHENYLALANINE	FPR2	agonist
IPRATROPIUM BROMIDE HYDRATE	CHRM3	antagonist
DIPRAGLURANT	GRM5	modulator
BORTEZOMIB	PSMB8	inhibitor
GDC-0810	ESR1	antagonist
MEPENZOLATE BROMIDE	CHRM3	antagonist
TG100-801	SRMS	inhibitor
ESTRADIOL	ESR1	agonist
LEVOBUNOLOL	ADRB2	antagonist
Indantadol	GRIN2D	antagonist
EMRICASAN	CASP12	inhibitor
AZD2516	GRM5	antagonist
ISOPROPAMIDE IODIDE	CHRM3	antagonist
CHEMBL1235767	ACE	inhibitor
LYSERGIDE	HTR2B	agonist
NECA	ADORA2A	agonist
FENOLDOPAM	DRD1	agonist
MIANSERIN	HTR2B	antagonist
MOEXIPRIL HYDROCHLORIDE	ACE	inhibitor
DROPERIDOL	HTR2A	antagonist
GUANABENZ ACETATE	ADRA2B	agonist
MIDOSTAURIN	PRKCQ	inhibitor
BUPRANOLOL	ADRB2	antagonist
DARIFENACIN	CHRM3	antagonist
LIDOCAINE HYDROCHLORIDE HYDRATE	SCN10A	blocker
DINOPROSTONE	PTGER2	agonist
CHEMBL3188091	EDNRB	agonist
QUIPAZINE	HTR2A	agonist
CHEMBL255724	P2RY1	antagonist
AT-9283	AURKA	inhibitor
RAMIPRILAT	ACE	inhibitor
SC-41390	LTB4R	binder
MESTRANOL	ESR1	agonist
POMAGLUMETAD METHIONIL	GRM3	agonist
MIDAZOLAM HYDROCHLORIDE	GABRQ	positive_allosteric_modulator
SIVELESTAT	ELANE	inhibitor
ELUBRIXIN	CXCR2	antagonist
UNDECYLENIC ACID	SSTR2	agonist
GOLIMUMAB	TNF	antibody
RGB-286638	CDK3	inhibitor
CHEMBL338790	P2RY1	antagonist
CHEMBL191971	HTR1D	antagonist
ARACHIDONOYL GLYCINE	GPR18	agonist
ERGOLOID MESYLATES	HTR1A	agonist
IRDABISANT	HRH3	antagonist
AFAMELANOTIDE	MC5R	agonist
CHEMBL407909	HTR2C	agonist
OXYTOCIN	AVPR2	agonist
HALOTHANE	KCNK13	inhibitor
CHEMBL65280	HTR1B	antagonist
CHEMBL442577	OPRD1	agonist
TRIHYDROXYARSENITE(III)	ADRB2	antagonist
ME-344	NDUFA1	inhibitor
cA2	GJD2	inhibitor
METHYLERGONOVINE	HTR2B	agonist
HYDROCHLORIC ACID	CHRM4	allosteric_modulator
PICROTOXIN	GABRQ	channel_blocker
REPARIXIN	CXCR1	modulator
CHEMBL506999	HTR2C	agonist
SB-224289	HTR2C	antagonist
ENMD-981693	SRMS	inhibitor
JUGLONE	VEGFA	inhibitor
[3H]KETANSERIN	HTR2A	antagonist
ALPRENOLOL	ADRB1	antagonist
ERGOCALCIFEROL	HTR2A	antagonist
CICAPROST	PTGER1	agonist
BRIVARACETAM	SV2A	modulator
CHEMBL1255588	DRD3	antagonist
CARBENOXOLONE	GJD2	inhibitor
CHEMBL2205377	GRM1	allosteric_modulator
PROPAFENONE HYDROCHLORIDE	ADRB2	antagonist
UK432097	ADORA2A	agonist
CHEMBL313714	HTR1D	antagonist
ERGOTAMINE	HTR1D	agonist
PIRFENIDONE	TNF	inhibitor
CHEMBL418854	HTR1A	binder
CETIRIZINE HYDROCHLORIDE	HRH1	antagonist
FLIBANSERIN	HTR2A	agonist
OCTANOL	GJD4	inhibitor
ASP-3026	ROS1	inhibitor
CHEMBL222649	CTSB	inhibitor
MILVETEROL	ADRB2	agonist
[3H]PGD2	PTGDR2	agonist
BRIVANIB	FLT1	inhibitor
METHYPRYLON	GABRG1	positive_allosteric_modulator
EPINEPHRINE BITARTRATE	ADRB2	agonist
SARIZOTAN	DRD3	agonist
FUMARIC ACID	IFNG	binder
Capeserod	HTR1B	agonist
DONITRIPTAN	HTR1D	agonist
RU-24969	HTR2A	agonist
ESTRIOL	ESR1	agonist
ZIPRASIDONE HYDROCHLORIDE	HTR2C	antagonist
CORREOLIDE	KCNA3	channel_blocker
PYRILAMINE	IFNLR1	agonist
PILOCARPINE	CHRM1	agonist
FASIDOTRIL	ACE	inhibitor
CHEMBL1534468	GPR119	agonist
CHEMBL239767	DRD3	antagonist
TRASTUZUMAB EMTANSINE	TUBB	inhibitor
SULPIRIDE	DRD3	antagonist
ETHAMBUTOL HYDROCHLORIDE	ACVR1C	agonist
TRIFLUOPERAZINE HYDROCHLORIDE	DRD3	antagonist
CONIVAPTAN	AVPR1A	antagonist
METITEPINE	HTR2A	antagonist
SENKTIDE	TACR3	agonist
NERISPIRDINE	KCNS2	blocker
MEPHENTERMINE SULFATE	ADRA2B	agonist
NAPHAZOLINE HYDROCHLORIDE	ADRA2A	agonist
MK-2461	NTRK2	inhibitor
CHEMBL1991816	TACR3	antagonist
EVODENOSON	ADORA2A	agonist
GRIFOLIC ACID	FFAR4	agonist
CHEMBL146346	GPR55	agonist
AZD1981	PTGDR2	antagonist
RONTALIZUMAB	IFNA1	antibody
CHEMBL34730	MTNR1A	agonist
AMISELIMOD HYDROCHLORIDE	S1PR5	modulator
CHEMBL2063869	BIRC7	antagonist
CHEMBL343796	CHRM3	allosteric_modulator
OPROZOMIB	PSMB7	inhibitor
MLN-8054	AURKA	inhibitor
BROMOCRIPTINE	DRD5	agonist
CYCLOBENZAPRINE HYDROCHLORIDE	HTR2A	antagonist
TABIMORELIN	CH25H	inhibitor
ROLIPRAM	NT5E	inhibitor
GALLAMINE TRIETHIODIDE	GRPR	antagonist
GANETESPIB	HSP90AB1	inhibitor
NERISPIRDINE	KCNB2	blocker
OSEMOZOTAN	HTR1A	agonist
FARAMPATOR	GRIA1	binder
DIQUAFOSOL	P2RY2	agonist
CHEMBL52416	FFAR2	agonist
OCTANOL	GJB3	inhibitor
TELBERMIN	FLT1	agonist
GUANIDINE HYDROCHLORIDE	KCNA7	blocker
5-(N-ETHYL-N-ISOPROPYL)AMILORIDE	ADRA2A	allosteric_modulator
CONBERCEPT	VEGFA	inhibitor
OXYMETAZOLINE	HTR1B	agonist
CHLORPROTHIXENE	HTR2A	antagonist
DINOPROSTONE	PTGER2	antagonist
ISRADIPINE	GLP1R	agonist
DONITRIPTAN	HTR1B	agonist
CONESSINE	HRH1	antagonist
REGORAFENIB	TEK	inhibitor
GALANTAMINE	EDNRB	antagonist
PIMOZIDE	HTR1A	antagonist
ELZASONAN HYDROCHLORIDE	HTR1D	antagonist
NARATRIPTAN	HTR1A	agonist
LY377604	ADRB1	antagonist
ALSEROXYLON	ADRA2B	antagonist
ERIBAXABAN	CHRM1	agonist
CYCLIZINE	HRH1	antagonist
AMINOLEVULINIC ACID	HTR1D	allosteric_modulator
CHEMBL580785	CHRM5	antagonist
DB959	PPARD	agonist
CHLORPROTHIXENE	HTR2C	antagonist
BROLUCIZUMAB	VEGFA	inhibitor
RAUWOLSCINE	ADRA2B	antagonist
DIPHENYLACETIC ACID	RXFP2	antagonist
CHEMBL107201	NOS2	inhibitor
TG-02	CDK3	inhibitor
CHEMBL520107	ESR1	antagonist
SIPLIZUMAB	CD2	antibody
DESMOPRESSIN ACETATE	AVPR2	agonist
HYDROCORTISONE	NOS2	inhibitor
N-METHYLHISTAMINE	HRH4	agonist
PASIREOTIDE	SSTR5	agonist
TRIHEXYPHENIDYL HYDROCHLORIDE	CHRM1	antagonist
CHEMBL411250	CXCR2	agonist
TIZANIDINE HYDROCHLORIDE	ADRA2A	agonist
METHDILAZINE	HRH1	antagonist
CHEMBL1084942	BRS3	agonist
CANNABIDIOL	GPR55	antagonist
CHEMBL351772	GCGR	antagonist
OCTANOL	GJD2	inhibitor
DRONABINOL	CNR1	agonist
CHEMBL359632	HCRTR1	antagonist
SERTINDOLE	HTR1F	antagonist
BENZPIPERYLON	CXCR2	agonist
ROXINDOLE	HTR1D	agonist
NERISPIRDINE	KCNS1	blocker
REMIKIREN	REN	inhibitor
CHEMBL3260983	MTNR1A	agonist
PIRENZEPINE	CHRM1	antagonist
TALBUTAL	GABRQ	positive_allosteric_modulator
BIIB059	CLEC4C	inhibitor
MK-1029	PTGDR2	antagonist
CLOBETASOL	PLA2G1B	inhibitor
CAMICINAL	MLNR	agonist
CHOLINE ALFOSCERATE	CXCR1	agonist
METHYSERGIDE	HTR2C	antagonist
PHENINDAMINE	HRH1	antagonist
SAREDUTANT	TACR3	antagonist
DONITRIPTAN	HTR1A	agonist
TEDATIOXETINE	HTR2C	antagonist
CANNABIDIOL	GPR18	agonist
INS(1,4,5)P3	ITPR3	activator
HYDROXYAMPHETAMINE HYDROBROMIDE	ADRB2	agonist
GUANFACINE HYDROCHLORIDE	ADRA2A	agonist
AV-101	GRIN2D	antagonist
QUIPAZINE	HTR2B	agonist
ADENOSINE	PI4K2B	inhibitor
RIZATRIPTAN BENZOATE	HTR1B	agonist
IRBESARTAN	SLC10A1	inhibitor
SUMATRIPTAN	HTR1B	agonist
LIRILUMAB	KIR2DL1	inhibitor
CHEMBL1628262	PTGDR	agonist
LIRAGLUTIDE	GLP1R	agonist
CHEMBL65280	HTR2B	antagonist
AZITHROMYCIN	MLNR	agonist
ME-344	NDUFA8	inhibitor
PENTOBARBITAL	GABRQ	positive_allosteric_modulator
VAPREOTIDE	SSTR5	agonist
VANDETANIB	PTK6	inhibitor
TRIPITRAMINE	CHRM5	antagonist
THIORIDAZINE	HRH1	antagonist
OCTANOL	GJD3	inhibitor
LEVONORDEFRIN	ADRA2C	agonist
GR-127935	HTR1B	agonist;antagonist
PERGOLIDE	HTR1D	agonist
NORADRENALINE	ADRA2A	agonist
CHEMBL2386353	FFAR1	agonist
PLX-7486	NTRK2	inhibitor
GUANIDINE HYDROCHLORIDE	KCND1	blocker
ESLICARBAZEPINE ACETATE	SCN10A	blocker
CHEMBL116590	KCNJ4	channel_blocker
Afacifenacin	CHRM3	antagonist
CHEMBL1356280	HTR2B	antagonist
ZOTEPINE	HTR2A	antagonist
OLANZAPINE	HTR2A	antagonist
ERGOTAMINE	HTR2B	agonist
AZIMILIDE	KCNA5	blocker
PHENYLPYRUVATE	NPY4R	agonist
FENCLONINE	C1QB	inhibitor
GANIRELIX ACETATE	GNRHR	antagonist
XYLAZINE	ADRA2A	agonist
ME-344	NDUFB11	inhibitor
AZASETRON	HTR3B	antagonist
APLAVIROC	CCR5	antagonist
LEVONORDEFRIN	ADRA2B	agonist
VORTIOXETINE	HTR6	antagonist
LEUPROLIDE	GNRH1	activator
CEP-11981	TEK	inhibitor
NISOXETINE	SLC6A2	inhibitor
CHLOROPHENYLPIPERAZINE	HTR1E	agonist
DULOXETINE	HTR2A	antagonist
ALCURONIUM	CHRM3	allosteric_modulator
MINAPRINE	HTR2B	antagonist
VORTIOXETINE HYDROBROMIDE	HTR1A	agonist
DONITRIPTAN	HTR1D	agonist
CCX168	C5AR1	antagonist
ALBUTEROL SULFATE	ADRB2	agonist
RG7342	GRM5	modulator
XANOMELINE	HTR1F	agonist
DELMITIDE	TNF	inhibitor
HALOBETASOL PROPIONATE	PLA2G1B	inhibitor
ADENOSINE TRIPHOSPHATE	GPR17	agonist
PIPAMPERONE	HTR1D	antagonist
ANANDAMIDE	GPR18	agonist
CHLOROPROCAINE HYDROCHLORIDE	SCN10A	blocker
BICARBONATE	CXCR3	antagonist
PF-562271	AURKA	inhibitor
DINOPROSTONE	PTGDR	agonist
CHEMBL343796	CHRM4	allosteric_modulator
CHEMBL305801	SUCNR1	antagonist
TEDISAMIL	KCNS1	blocker
CORTICOTROPIN	MC3R	agonist
CHEMBL2164238	HTR1D	agonist
SPIPERONE	DRD1	antagonist
DIMAPRIT	HRH4	agonist
ICATIBANT ACETATE	BDKRB2	antagonist
PF-03893787	HRH4	antagonist
CHEMBL2110365	NPY4R	agonist
AT-7519	CDK20	inhibitor
GABAPENTIN	CACNG1	modulator
PROCATEROL	ADRB2	agonist
TREPROSTINIL	PTGDR	agonist
TRIPELENNAMINE CITRATE	HRH1	antagonist
ZOLMITRIPTAN	HTR1B	agonist
METFORMIN HYDROCHLORIDE	MT-ND2	inhibitor
CHEMBL431298	HTR6	antagonist
FORETINIB	FLT1	inhibitor
DALFAMPRIDINE	KCNA10	blocker
SOLIFENACIN	CHRM1	antagonist
BMY-14802	HTR1A	agonist
OXYPHENONIUM BROMIDE	CHRM1	antagonist
METERGOLINE	HTR1F	antagonist
CHEMBL1207374	CCR4	agonist
LITHOCHOLIC ACID	VEGFA	inhibitor
ELOBIXIBAT	SLC10A2	inhibitor
ISOSPAGLUMIC ACID	GRM3	agonist
CHEMBL85251	NAT1	agonist
QUINESTROL	ESR1	modulator
SPIPERONE	HTR2A	antagonist
BREMELANOTIDE	MC4R	agonist
ETIDRONIC ACID	ADCYAP1R1	antagonist
Raseglurant	GRM5	modulator
CHEMBL1081312	ABL1	inhibitor
BRL-15,572	HTR1B	agonist
BINODENOSON	ADORA2A	agonist
ETHOPROPAZINE HYDROCHLORIDE	CHRM1	antagonist
ABAPERIDONE (CHEMBL151475)	HTR2A	antagonist
CHEMBL183460	HTR1D	antagonist
Famitinib	FLT1	inhibitor
SB-742457	HTR6	antagonist
CABERGOLINE	DRD3	agonist
PYRIDOSTIGMINE	IFNLR1	agonist
ME-344	NDUFC2	inhibitor
PROMETHAZINE HYDROCHLORIDE	HRH1	antagonist
ILLUDALIC ACID	PTPRF	inhibitor
CABERGOLINE	DRD5	agonist
SURAMIN	P2RY6	antagonist
BEPRIDIL HYDROCHLORIDE	CACNG4	blocker
PIPAMPERONE	HRH1	antagonist
LAMPALIZUMAB	CFD	antibody
CHEMBL359482	AURKA	inhibitor
PERINDOPRIL ERBUMINE	ACE	inhibitor
Lorediplon	GABRG1	positive_allosteric_modulator
CHEMBL32813	HRH1	agonist
REGORAFENIB	TEK	inhibitor
THIOTHIXENE	HRH1	antagonist
ZIPRASIDONE MESYLATE	HTR2A	antagonist
APRACLONIDINE	AVPR2	antagonist
ELAGOLIX	GNRHR	antagonist
CHEMBL46071	HTR6	antagonist
CLOBAZAM	GABRG1	positive_allosteric_modulator
TALSACLIDINE FUMARATE	CHRM1	agonist
MGCD-265	FLT1	inhibitor
CHEMBL139677	CHRM5	allosteric_modulator
N6-CYCLOPENTYLADENOSINE	ADORA2A	agonist
UMECLIDINIUM	CHRM5	antagonist
VASOPRESSIN TANNATE	AVPR1A	agonist
RITANSERIN	HTR6	antagonist
LISURIDE	HTR6	agonist
DALFAMPRIDINE	KCNS1	blocker
CHEMBL1629855	GRM3	allosteric_modulator
NAMILUMAB	CSF2	inhibitor
CYCRIMINE HYDROCHLORIDE	CHRM1	antagonist
ZIPRASIDONE	HRH1	antagonist
CHEMBL27885	ELANE	inhibitor
FLUSPIRILENE	HRH1	antagonist
WARFARIN SODIUM	VKORC1	inhibitor
ADENOSINE DIPHOSPHATE	P2RY1	agonist
VILANTEROL TRIFENATATE	ADRB2	agonist
Z160	CACNA1B	blocker
AZD-5438	CDKN3	inhibitor
ISOFLURANE	TACR3	agonist
DONITRIPTAN	HTR2A	agonist
DIZOCILPINE	HRH1	antagonist
PAZOPANIB HYDROCHLORIDE	FLT1	inhibitor
SARIZOTAN HYDROCHLORIDE	HTR1A	agonist
VAPREOTIDE	SSTR5	agonist
CK0106023	KIF11	inhibitor
RACLOPRIDE	DRD3	antagonist
LIXISENATIDE	GLP1R	agonist
VAPITADINE DIHYDROCHLORIDE	HRH1	antagonist
IXABEPILONE	TUBA3E	inhibitor
ARGIPRESTOCIN	AVPR2	agonist
SB-431542	ACVR1C	inhibitor
LOXAPINE	DRD3	antagonist
NORBINALTORPHIMINE	OPRD1	antagonist
ATOSIBAN	AVPR1A	antagonist
ABEDITEROL	ADRB2	agonist
CHEMBL3186227	CDKN1A	inhibitor
AZASETRON	VIPR2	agonist
VANTICTUMAB	FZD8	antagonist
ARGIPRESTOCIN	AVPR1A	agonist
TALNETANT	TACR3	antagonist
RAUWOLFIA SERPENTINA (CHEMBL3559672)	ADRA2A	antagonist
MONOETHANOLAMINE	RAMP3	antagonist
FELODIPINE	CACNA1S	blocker
TELBERMIN	FLT1	activator
EPINASTINE HYDROCHLORIDE	HRH1	antagonist
CHEMBL1883966	CCR8	agonist
ETILEVODOPA	DRD3	agonist
OSANETANT	TACR2	antagonist
EVATANEPAG	PTGER2	agonist
CHEMBL329650	GRPR	antagonist
INDEGLITAZAR	PPARD	agonist
[3H]PGD2	PTGDR	agonist
CHEMBL2007421	NTRK2	inhibitor
TIZANIDINE HYDROCHLORIDE	ADRA2B	agonist
CARBENOXOLONE	GJD3	inhibitor
SELUMETINIB	KRAS	inhibitor
NALTREXONE	OPRD1	antagonist
LEUCINE	GALR2	agonist
OZARELIX	GNRH1	inhibitor
OZORALIZUMAB	TNF	inhibitor
CHEMBL3093101	GPR119	agonist
PASIREOTIDE DIASPARTATE	SSTR5	agonist
DOCETAXEL HYDRATE	TUBB	inhibitor
PALIVIZUMAB	GLP1R	agonist
ISONIAZID	MC2R	agonist
NV-128	MT-ND5	inhibitor
CABAZITAXEL	TUBA3E	inhibitor
TEDATIOXETINE	HTR3B	antagonist
LASOFOXIFENE	ESR1	modulator
OLANZAPINE	HTR1B	agonist
HYDROCODONE POLISTIREX	OPRD1	agonist
DEGARELIX ACETATE	GNRHR	antagonist
TRICHLORMETHIAZIDE	GPR55	agonist
INDACATEROL	ADRB2	agonist
AMPICILLIN	FPR2	agonist
ZAPRINAST	GPR35	agonist
CHEMBL207004	CCR5	binder
CHEMBL578514	GALR2	agonist
CHEMBL1628706	CCR1	antagonist
MK-0893	GCGR	allosteric_modulator
N-METHYLHISTAMINE	HRH4	agonist
HISTAMINE	HRH1	agonist
DPDPE	OPRD1	agonist
DANUSERTIB	AURKA	inhibitor
RG7185	PTGDR2	antagonist
MBX-8025	PPARD	agonist
NELIVAPTAN	AVPR2	antagonist
DALFAMPRIDINE	KCND1	blocker
CHEMBL3114673	GRM6	agonist
DENENICOKIN	FOXE1	agonist
FLAVOXATE HYDROCHLORIDE	PDE7B	inhibitor
OCTANOL	GJB5	inhibitor
DRONABINOL	CNR1	agonist
DOPAMINE	DRD1	agonist
PRAMLINTIDE	RAMP3	agonist
DROXIDOPA	ADRA2C	agonist
PROPAFENONE HYDROCHLORIDE	ADRB1	antagonist
CHEMBL2036958	HCAR2	agonist
CHEMBL156559	CCKAR	agonist
MINOPAFANT	PTAFR	antagonist
CHLORPROMAZINE	DRD1	antagonist
TERFENADINE	HRH1	antagonist
CHEMBL493076	F2RL1	agonist
ACETIC ACID	FFAR2	agonist
CLEMASTINE FUMARATE	HRH1	antagonist
IXAZOMIB CITRATE	PSMB8	inhibitor
CYCRIMINE	CHRM1	binder
TOLAZOLINE HYDROCHLORIDE	ADRA2B	antagonist
ALVIMOPAN	OPRD1	antagonist
VISNAGIN	ADORA2A	antagonist
CHEMBL411250	CXCR1	agonist
CHEMBL225155	P2RY10	agonist
XANTHINE AMINE CONGENER	ADORA2A	antagonist
TIVOZANIB	FLT1	inhibitor
DINOPROST	PTGER1	agonist
OCAPERIDONE	HTR1B	antagonist
LIXIVAPTAN	HDC	inhibitor
DINOPROSTONE	PTGER1	agonist
SOLIFENACIN	CHRM3	antagonist
SATAVAPTAN	AVPR2	antagonist
PF-00446687	MC4R	agonist
CHEMBL153254	P2RY1	antagonist
PEGNIVACOGIN	F9	inhibitor
BEVACIZUMAB	VEGFA	antibody
CHEMBL159332	HTR1B	agonist
PALMITIC ACID	DRD5	agonist
SUCCINYLCHOLINE CHLORIDE	CHRND	agonist
CORTICOTROPIN	MC1R	agonist
TOLVAPTAN	AVPR1A	antagonist
CHEMBL10332	ADRA2B	antagonist
GSK-690693	PRKCQ	inhibitor
TRALOKINUMAB	IL13	inhibitor
FLUOROURACIL	CHRM1	agonist
CERITINIB	TSSK1B	inhibitor
RITANSERIN	HTR1A	antagonist
AMSACRINE	AVPR1A	agonist
AZELASTINE	HRH1	antagonist
OLANZAPINE	HTR1D	agonist
PROPANTHELINE BROMIDE	CHRM1	antagonist
PIRENZEPINE	CHRM5	antagonist
CHEMBL1091720	BRS3	agonist
FLUPAROXAN	HTR1A	agonist
PROPANTHELINE BROMIDE	CHRM3	antagonist
MIRABEGRON	ADRB2	agonist
IMAGABALIN	CACNA1S	modulator
BROMOCRIPTINE	ADRA2A	antagonist
NELIVAPTAN	AVPR1A	antagonist
FOLINIC ACID	HTR1D	antagonist
GUANOSINE TRIPHOSPHATE	P2RY4	agonist
CHEMBL52422	HTR2A	antagonist
AXITINIB	FLT1	inhibitor
ISOPROPAMIDE IODIDE	CHRM1	antagonist
Flumatinib	ABL1	inhibitor
CLORAZEPATE DIPOTASSIUM	GABRQ	positive_allosteric_modulator
Afacifenacin	CHRM4	antagonist
OSANETANT	TACR3	antagonist
SEROTONIN	HTR1A	agonist
AM-461	PTGDR2	antagonist
CHEMBL183460	HTR1A	antagonist
CHEMBL1774204	NPY2R	antagonist
MK-5108	AURKA	inhibitor
FEXOFENADINE	HRH1	antagonist
