name	id	type	tf	target	essential	developmental	mouse.ortholog	tumor.suppressor	proapoptotic	blood_cancer	breast_cancer	colorectal_cancer	gastric_cancer	liver_cancer	lung_cancer	nervous_system_cancer	pancreatic_cancer	prostate_cancer	sarcoma	skin_cancer
NUFIP1	ENSG00000083635	protein_coding	F	F	T	F	Nufip1	F	F	F	F	F	F	F	F	F	F	F	F	F
ZNF324	ENSG00000083812	protein_coding	F	F	T	F	Zfp324	F	F	F	F	F	F	F	F	F	F	F	F	F
ZNF416	ENSG00000083817	protein_coding	F	F	F	F		F	F	F	F	F	F	F	F	F	F	F	F	F
ZNF264	ENSG00000083844	protein_coding	F	F	F	F		F	F	F	F	F	F	F	F	F	F	F	F	F
NOA1	ENSG00000084092	protein_coding	F	F	F	F	Noa1	F	F	F	F	F	F	F	F	F	F	F	F	F
TXLNA	ENSG00000084652	protein_coding	F	F	T	F	Txlna	F	F	F	F	T	F	F	F	F	F	F	F	F
EFR3B	ENSG00000084710	protein_coding	F	F	F	F	Efr3b	F	F	F	F	F	F	F	F	F	F	F	F	F
AK6	ENSG00000085231	protein_coding	F	F	F	F		F	F	F	F	F	F	F	F	F	F	F	F	F
FCN1	ENSG00000085265	protein_coding	F	F	F	F	Fcnb	F	F	F	F	F	F	F	F	F	F	F	F	F
PREP	ENSG00000085377	protein_coding	F	F	F	F	Prep	F	F	F	F	F	F	F	F	F	F	F	F	F
WDR47	ENSG00000085433	protein_coding	F	F	F	F	Wdr47	F	F	T	F	F	F	F	F	F	F	F	F	F
IGSF9	ENSG00000085552	protein_coding	F	F	F	T	Igsf9	F	F	F	F	F	F	F	F	F	F	F	F	F
ORC1	ENSG00000085840	protein_coding	F	F	T	F	Orc1	F	F	F	F	F	F	F	F	F	F	F	F	F
B4GALT1	ENSG00000086062	protein_coding	F	T	F	T	B4galt1	F	F	F	F	F	F	T	F	F	F	F	F	F
AQP6	ENSG00000086159	protein_coding	F	F	F	T	Aqp6	F	F	F	F	F	F	F	F	F	F	F	F	F
EPDR1	ENSG00000086289	protein_coding	F	F	F	F	Epdr1	F	F	F	F	F	F	F	F	F	F	F	F	F
HBQ1	ENSG00000086506	protein_coding	F	F	F	F	Hbq1a	F	F	F	F	F	F	F	F	F	F	F	F	F
CEACAM6	ENSG00000086548	protein_coding	F	F	F	F		F	F	F	F	F	F	F	F	F	F	F	F	F
FAT2	ENSG00000086570	protein_coding	F	F	F	F	Fat2	F	F	F	F	F	F	F	F	F	F	F	F	T
RBM22	ENSG00000086589	protein_coding	F	F	T	F	Rbm22	F	F	F	F	F	F	T	F	F	F	F	F	F
ERO1B	ENSG00000086619	protein_coding	F	F	F	F	Ero1lb	F	F	F	F	F	F	F	F	F	F	F	F	F
HSD17B2	ENSG00000086696	protein_coding	F	T	F	F	Hsd17b2	F	F	F	F	F	F	T	F	F	F	F	F	F
PPP1R15A	ENSG00000087074	protein_coding	F	T	T	F	Ppp1r15a	F	F	F	F	F	F	F	F	F	F	F	F	F
HSD17B14	ENSG00000087076	protein_coding	F	F	F	F	Hsd17b14	F	F	F	F	F	F	F	F	F	F	F	F	F
FTL	ENSG00000087086	protein_coding	F	F	F	F	Ftl1	F	F	F	F	F	F	F	F	F	F	F	F	F
NOP14	ENSG00000087269	protein_coding	F	F	T	F	Nop14	F	F	F	F	T	F	F	F	F	F	F	F	F
PTHLH	ENSG00000087494	protein_coding	F	T	F	F	Pthlh	F	F	F	F	F	F	F	F	F	F	F	F	F
TFAP2C	ENSG00000087510	protein_coding	T	T	T	T	Tfap2c	F	F	F	F	F	F	F	F	F	F	F	F	F
AURKA	ENSG00000087586	protein_coding	F	T	T	F	Aurka	F	F	F	F	F	F	F	F	F	F	F	F	F
PIR	ENSG00000087842	protein_coding	F	T	F	F	Pir	F	F	F	F	F	F	F	F	F	F	F	F	F
EDEM2	ENSG00000088298	protein_coding	F	F	F	F	Edem2	F	F	F	F	F	F	F	F	F	T	F	F	F
DNMT3B	ENSG00000088305	protein_coding	F	T	F	T	Dnmt3c	T	F	F	F	F	F	F	F	F	F	F	F	F
REM1	ENSG00000088320	protein_coding	F	F	T	F	Rem1	F	F	F	F	F	F	F	F	F	F	F	F	F
TPX2	ENSG00000088325	protein_coding	F	F	T	F	Tpx2	F	F	T	F	F	F	F	F	F	F	F	F	F
PDRG1	ENSG00000088356	protein_coding	F	F	T	F	Pdrg1	F	F	T	F	F	F	F	F	F	F	F	F	F
DOCK3	ENSG00000088538	protein_coding	F	F	F	F	Dock3	F	F	T	F	F	F	F	F	F	F	F	F	F
DEFB127	ENSG00000088782	protein_coding	F	F	F	F	Defb34	F	F	F	F	F	F	F	F	F	F	F	F	F
ATRN	ENSG00000088812	protein_coding	F	F	T	T	Atrn	F	F	T	T	F	F	T	F	F	F	F	F	T
SMOX	ENSG00000088826	protein_coding	F	F	F	F	Smox	F	F	F	F	F	F	F	F	F	F	F	F	F
SIGLEC1	ENSG00000088827	protein_coding	F	F	F	F	Siglec1	F	F	F	T	F	F	F	F	F	F	F	F	F
CPXM1	ENSG00000088882	protein_coding	F	F	F	F	Cpxm1	F	F	F	F	F	F	F	F	F	F	F	F	F
MAVS	ENSG00000088888	protein_coding	F	F	F	F	Mavs	F	F	F	F	T	F	T	F	F	F	F	F	F
LZTS3	ENSG00000088899	protein_coding	F	F	F	F	Lzts3	F	F	T	F	F	F	F	F	F	F	F	F	F
XRN2	ENSG00000088930	protein_coding	F	F	T	F	Xrn2	F	F	T	F	T	T	T	F	T	T	F	T	F
RPL6	ENSG00000089009	protein_coding	F	F	T	T	Rpl6	F	F	T	F	F	F	F	F	F	F	F	F	F
SIRPG	ENSG00000089012	protein_coding	F	F	F	F	Gm5150	F	F	F	F	F	F	F	F	F	F	F	F	F
ESF1	ENSG00000089048	protein_coding	F	F	T	F	Esf1	F	F	T	F	F	F	F	F	F	F	F	F	F
TASP1	ENSG00000089123	protein_coding	F	F	F	F	Tasp1	F	F	T	F	F	F	F	F	F	F	F	F	F
KIF16B	ENSG00000089177	protein_coding	F	F	F	F	Kif16b	F	F	F	F	F	F	F	F	F	F	F	F	F
TRMT6	ENSG00000089195	protein_coding	F	F	T	F	Trmt6	F	F	F	F	F	F	F	F	F	F	F	F	F
IGBP1	ENSG00000089289	protein_coding	F	F	T	F	Igbp1	F	F	F	F	F	F	F	F	F	F	F	F	F
ZNF302	ENSG00000089335	protein_coding	F	F	F	F		F	F	F	F	F	F	F	F	F	F	F	F	F
KCNH4	ENSG00000089558	protein_coding	F	T	F	F	Kcnh4	F	F	T	F	F	F	F	F	F	F	F	F	F
LAG3	ENSG00000089692	protein_coding	F	F	F	F	Lag3	F	F	F	F	F	F	F	F	F	F	F	F	F
OTUB2	ENSG00000089723	protein_coding	F	F	F	F	Otub2	F	F	F	F	F	F	F	F	F	F	F	F	F
ZBTB25	ENSG00000089775	protein_coding	F	F	T	F	Zbtb25	F	F	F	F	T	F	F	F	F	F	F	F	F
DHX32	ENSG00000089876	protein_coding	F	F	F	F	Dhx32	F	F	T	T	T	F	F	F	F	F	F	F	F
RGS1	ENSG00000090104	protein_coding	F	F	F	F	Rgs1	F	F	F	F	F	F	F	F	F	F	F	T	F
IRAK3	ENSG00000090376	protein_coding	F	F	F	F	Irak3	F	F	T	F	F	F	F	F	F	F	F	F	F
LYZ	ENSG00000090382	protein_coding	F	T	F	F	9530003J23Rik	F	F	F	F	F	F	F	F	F	F	F	F	F
MUL1	ENSG00000090432	protein_coding	F	F	F	F	Mul1	F	F	F	F	T	F	F	F	F	F	F	F	F
CD209	ENSG00000090659	protein_coding	F	T	F	F	Cd209c	F	F	F	F	F	F	F	F	F	F	F	F	F
EFNB1	ENSG00000090776	protein_coding	F	F	F	T	Efnb1	F	F	F	F	F	F	F	F	F	F	F	F	F
POU4F3	ENSG00000091010	protein_coding	F	F	F	T	Pou4f3	F	F	F	F	F	F	F	F	F	F	F	F	F
CDV3	ENSG00000091527	protein_coding	F	F	F	F	Cdv3	F	F	T	F	F	F	T	F	F	T	F	F	F
APOH	ENSG00000091583	protein_coding	F	F	F	T	Apoh	F	F	F	F	T	F	T	F	F	F	F	F	F
ESR1	ENSG00000091831	protein_coding	T	T	F	T	Esr1	T	F	F	F	F	F	F	F	F	F	F	F	F
RGS17	ENSG00000091844	protein_coding	F	F	F	F	Rgs17	F	F	F	F	F	F	F	F	F	F	F	F	F
ANGPT2	ENSG00000091879	protein_coding	F	T	F	T	Angpt2	F	F	F	F	F	F	F	F	F	F	F	F	F
CMA1	ENSG00000092009	protein_coding	F	F	F	F	Cma1	F	F	F	F	F	F	F	F	F	F	F	F	F
MYH7	ENSG00000092054	protein_coding	F	F	F	F	Myh7	F	F	F	F	F	F	F	F	F	F	F	F	F
CEBPE	ENSG00000092067	protein_coding	T	F	T	T	Cebpe	F	F	T	F	T	F	F	F	F	F	F	F	F
TGM1	ENSG00000092295	protein_coding	F	F	F	T	Tgm1	F	F	T	F	T	F	F	F	F	F	F	F	F
DAZL	ENSG00000092345	protein_coding	F	F	F	T	Dazl	F	F	F	F	F	F	F	F	F	F	F	F	F
TBL1Y	ENSG00000092377	protein_coding	F	F	F	T	Tbl1x	F	F	F	F	F	F	F	F	F	F	F	F	F
TBX15	ENSG00000092607	protein_coding	F	F	F	T	Tbx15	F	F	F	F	F	F	F	F	F	F	F	F	F
OR1I1	ENSG00000094661	protein_coding	F	F	F	F	Olfr1357	F	F	F	F	F	F	F	F	F	F	F	F	F
KRT31	ENSG00000094796	protein_coding	F	T	F	T		F	F	F	F	T	F	F	F	F	F	F	F	F
MSH2	ENSG00000095002	protein_coding	F	T	F	T	Msh2	T	F	F	F	F	F	F	F	F	F	F	F	F
ARCN1	ENSG00000095139	protein_coding	F	F	T	F	Arcn1	F	F	T	F	T	F	T	F	F	T	F	F	F
EPB41L4B	ENSG00000095203	protein_coding	F	F	F	F	Epb41l4b	F	F	F	F	F	F	F	F	F	F	F	F	F
TMEM38B	ENSG00000095209	protein_coding	F	F	F	F	Tmem38b	F	F	F	F	F	F	T	F	F	F	F	F	F
TDRD1	ENSG00000095627	protein_coding	F	F	F	T	Tdrd1	F	F	F	F	F	F	F	F	F	F	F	F	F
IL11	ENSG00000095752	protein_coding	F	F	F	T	Il11	F	F	F	F	F	F	F	F	F	F	F	F	F
TPSD1	ENSG00000095917	protein_coding	F	F	T	F		F	F	F	F	F	F	F	F	F	F	F	F	F
TREM2	ENSG00000095970	protein_coding	F	F	F	T	Trem2	F	F	F	F	F	F	F	F	F	F	F	F	F
KCNK16	ENSG00000095981	protein_coding	F	F	F	F	Kcnk16	F	F	F	F	F	F	F	F	F	F	F	F	F
CRISP3	ENSG00000096006	protein_coding	F	F	F	F	Crisp1	F	F	F	F	F	F	F	F	F	F	F	F	F
FKBP5	ENSG00000096060	protein_coding	F	F	F	F	Fkbp5	F	F	T	F	F	F	T	F	F	F	F	F	F
MRPS18A	ENSG00000096080	protein_coding	F	F	T	F	Mrps18a	F	F	T	F	F	F	F	F	F	F	F	F	F
PGC	ENSG00000096088	protein_coding	F	T	F	F	Pgc	F	F	F	F	F	F	F	F	F	F	F	F	F
TMEM14A	ENSG00000096092	protein_coding	F	F	F	F	Tmem14a	F	F	F	F	F	F	F	F	F	F	F	F	F
NCR2	ENSG00000096264	protein_coding	F	F	F	F		F	F	F	F	F	F	F	F	F	F	F	F	F
HSP90AB1	ENSG00000096384	protein_coding	F	F	T	T	Hsp90ab1	F	F	F	F	F	F	T	F	F	F	F	F	F
MLN	ENSG00000096395	protein_coding	F	F	F	F		F	F	F	F	F	F	F	F	F	F	F	F	F
CDC5L	ENSG00000096401	protein_coding	F	F	T	F	Gm9049	F	F	T	F	T	F	T	F	F	F	F	F	F
ITPR3	ENSG00000096433	protein_coding	F	F	F	F	Itpr3	F	F	F	F	F	F	F	F	F	F	F	F	F
ZNF184	ENSG00000096654	protein_coding	F	F	F	F		F	F	F	F	F	F	F	F	F	F	F	F	F
HNRNPH3	ENSG00000096746	protein_coding	F	F	T	F	Hnrnph3	F	F	F	F	F	F	T	F	F	T	F	F	F
ABL1	ENSG00000097007	protein_coding	T	F	F	T	Abl1	F	F	T	F	T	T	T	F	F	F	F	F	F
PCSK5	ENSG00000099139	protein_coding	F	F	F	F	Pcsk5	F	F	T	T	F	F	F	F	F	F	F	F	F
SCD	ENSG00000099194	protein_coding	F	T	T	F	Scd4	F	F	F	F	F	F	F	F	F	F	F	F	F
NRP1	ENSG00000099250	protein_coding	F	F	T	T	Nrp1	F	F	T	F	F	F	F	F	F	F	F	F	T
PRTFDC1	ENSG00000099256	protein_coding	F	F	F	T		F	F	F	F	F	F	F	F	F	F	F	F	F
H2AFY2	ENSG00000099284	protein_coding	F	F	F	F		F	F	F	F	F	F	F	F	F	F	F	F	F
MZF1	ENSG00000099326	protein_coding	T	F	T	F	Mzf1	F	F	T	F	F	F	F	F	F	F	F	F	F
FBXL19	ENSG00000099364	protein_coding	F	F	T	F	Fbxl19	F	F	F	F	F	F	F	F	F	F	F	F	T
HSD3B7	ENSG00000099377	protein_coding	F	F	F	F	Hsd3b7	F	F	F	F	T	F	T	F	F	F	F	F	F
MAGEB2	ENSG00000099399	protein_coding	F	F	F	F	Mageb4	F	F	F	F	F	F	F	F	F	F	F	F	F
EFNA2	ENSG00000099617	protein_coding	F	F	F	T	Efna2	F	F	F	F	T	F	F	F	F	F	F	F	F
AMELY	ENSG00000099721	protein_coding	F	F	F	T		F	F	F	F	F	F	F	F	F	F	F	F	F
PRKY	ENSG00000099725	protein_coding	F	F	F	F	Prkx	F	F	F	F	F	F	F	F	F	F	F	F	F
IGFALS	ENSG00000099769	protein_coding	F	F	F	F	Igfals	T	F	F	F	F	F	F	F	F	F	F	F	F
NDUFB7	ENSG00000099795	protein_coding	F	F	T	F	Ndufb7	F	F	F	F	F	F	F	F	F	F	F	F	F
TIMM13	ENSG00000099800	protein_coding	F	F	T	F	Timm13	F	F	F	F	F	F	F	F	F	F	F	F	F
HCN2	ENSG00000099822	protein_coding	F	T	T	T	Hcn2	F	F	F	F	T	F	F	F	F	F	F	F	F
SERPIND1	ENSG00000099937	protein_coding	F	F	F	F	Serpind1	F	F	T	F	T	F	T	F	F	F	F	F	F
SLC7A4	ENSG00000099960	protein_coding	F	F	F	F	Slc7a4	F	F	F	F	T	F	F	F	F	F	F	F	F
DDTL	ENSG00000099974	protein_coding	F	F	T	F	Ddt	F	F	F	F	F	F	F	F	F	F	F	F	F
GSTT2	ENSG00000099984	protein_coding	F	T	F	F	Gstt2	F	F	F	F	F	F	F	F	F	F	F	F	F
OSM	ENSG00000099985	protein_coding	F	F	F	T	Osm	F	F	F	F	F	F	F	F	F	F	F	F	F
PRODH	ENSG00000100033	protein_coding	F	F	F	F	Prodh	T	F	F	F	F	F	F	F	F	F	F	F	F
SLC35E4	ENSG00000100036	protein_coding	F	F	F	F	Slc35e4	F	F	F	F	F	F	F	F	F	F	F	F	F
CRYBB3	ENSG00000100053	protein_coding	F	F	F	F	Crybb3	F	F	F	F	T	F	T	F	F	F	F	F	F
LRP5L	ENSG00000100068	protein_coding	F	F	F	F		F	F	F	F	F	F	F	F	F	F	F	F	F
PLA2G3	ENSG00000100078	protein_coding	F	F	F	F	Pla2g3	F	F	F	F	F	F	F	F	F	F	F	F	F
LGALS2	ENSG00000100079	protein_coding	F	F	F	F	Lgals2	F	F	F	F	F	F	F	F	F	F	F	F	F
CCDC134	ENSG00000100147	protein_coding	F	F	F	F	Ccdc134	F	F	T	F	T	F	F	F	F	F	F	F	F
SLC5A4	ENSG00000100191	protein_coding	F	F	F	F	Slc5a4b	F	F	F	F	F	F	F	F	F	F	F	F	F
TCF20	ENSG00000100207	protein_coding	F	F	F	F	Tcf20	F	F	T	T	T	F	T	F	T	T	F	F	F
CBY1	ENSG00000100211	protein_coding	F	F	F	T	Cby1	F	F	F	F	F	F	F	F	F	F	F	F	F
RSPH14	ENSG00000100218	protein_coding	F	F	F	F	Rsph14	F	F	F	F	F	F	F	F	F	F	F	F	F
RAB36	ENSG00000100228	protein_coding	F	F	F	F	Rab36	F	F	T	F	F	F	F	F	F	F	F	F	F
TIMP3	ENSG00000100234	protein_coding	F	T	F	T	Timp3	T	F	F	F	F	F	F	F	F	F	F	F	F
C22orf31	ENSG00000100249	protein_coding	F	F	F	F		F	F	F	F	F	F	F	F	F	F	F	F	F
MIOX	ENSG00000100253	protein_coding	F	F	F	F	Miox	F	F	F	F	F	F	F	F	F	F	F	F	F
TTLL1	ENSG00000100271	protein_coding	F	F	F	F	Ttll1	F	F	T	F	F	F	F	F	F	F	F	F	F
NEFH	ENSG00000100285	protein_coding	F	F	F	T	Nefh	F	F	F	F	T	F	F	F	F	F	F	F	F
BIK	ENSG00000100290	protein_coding	F	T	F	T	Bik	T	T	F	F	F	F	F	F	F	F	F	F	F
RASD2	ENSG00000100302	protein_coding	F	F	F	F	Rasd2	F	F	F	F	F	F	F	F	F	F	F	F	F
PDGFB	ENSG00000100311	protein_coding	F	T	F	T	Pdgfb	F	F	F	F	F	F	T	F	F	F	F	F	F
CABP7	ENSG00000100314	protein_coding	F	F	T	F	Cabp7	F	F	F	F	F	F	F	F	F	F	F	F	F
PNPLA5	ENSG00000100341	protein_coding	F	F	F	F	Pnpla5	F	F	F	F	F	F	F	F	F	F	F	F	F
CSF2RB	ENSG00000100368	protein_coding	F	F	T	F	Csf2rb	F	F	T	F	F	F	F	F	F	F	F	F	F
SLC25A17	ENSG00000100372	protein_coding	F	F	F	F	Slc25a17	F	F	T	F	T	F	T	F	F	F	F	F	F
UPK3A	ENSG00000100373	protein_coding	F	F	F	T	Upk3a	F	F	F	F	T	F	F	F	F	F	F	F	F
RBX1	ENSG00000100387	protein_coding	F	F	T	F	Rbx1	F	F	F	F	F	F	F	F	F	F	F	F	F
CHADL	ENSG00000100399	protein_coding	F	F	F	F	Chadl	F	F	F	F	T	F	F	F	F	F	F	F	F
RANGAP1	ENSG00000100401	protein_coding	F	F	T	F	Rangap1	F	F	T	F	T	F	F	F	F	F	F	F	F
TRMU	ENSG00000100416	protein_coding	F	F	T	F	Trmu	F	F	F	F	F	F	F	F	F	F	F	F	F
ZBED4	ENSG00000100426	protein_coding	F	F	F	F	Zbed4	F	F	F	F	F	F	F	F	F	F	F	F	F
KCNK10	ENSG00000100433	protein_coding	F	T	F	F	Kcnk10	F	F	F	F	F	F	F	F	F	F	F	F	F
CTSG	ENSG00000100448	protein_coding	F	T	F	F	Ctsg	F	F	F	F	F	F	F	F	F	F	F	F	F
GZMH	ENSG00000100450	protein_coding	F	F	F	F		F	F	F	F	F	F	F	F	F	F	F	F	F
POLE2	ENSG00000100479	protein_coding	F	T	T	F	Gm49384	F	F	F	F	T	F	F	F	F	F	F	F	F
CDKN3	ENSG00000100526	protein_coding	F	F	T	F	Cdkn3	F	F	T	F	T	F	F	F	F	F	F	F	F
TMED8	ENSG00000100580	protein_coding	F	F	F	F	Tmed8	F	F	F	F	F	F	F	F	F	F	F	F	F
SAMD15	ENSG00000100583	protein_coding	F	F	F	F	Samd15	F	F	F	F	F	F	F	F	F	F	F	F	F
SLC10A1	ENSG00000100652	protein_coding	F	T	F	F	Slc10a1	F	F	F	F	T	F	T	F	F	F	F	F	F
SERPINA4	ENSG00000100665	protein_coding	F	F	F	F		F	F	F	F	F	F	F	F	F	F	F	F	F
EFS	ENSG00000100842	protein_coding	F	F	F	F	Efs	F	F	F	F	F	F	F	F	F	F	F	F	F
PLTP	ENSG00000100979	protein_coding	F	F	F	F	Pltp	F	F	T	F	F	F	F	F	F	F	F	F	F
MMP9	ENSG00000100985	protein_coding	F	T	F	T	Mmp9	F	F	F	F	T	F	F	F	T	F	F	F	F
TRPC4AP	ENSG00000100991	protein_coding	F	F	F	F	Trpc4ap	F	F	T	T	T	T	T	T	F	T	F	F	F
PROCR	ENSG00000101000	protein_coding	F	F	T	F	Procr	F	F	T	F	F	F	F	F	F	F	F	F	F
MYBL2	ENSG00000101057	protein_coding	T	T	T	F	Mybl2	F	F	F	F	F	F	F	F	F	F	F	F	F
R3HDML	ENSG00000101074	protein_coding	F	F	F	F	R3hdml	F	F	F	F	F	F	F	F	F	F	F	F	F
NDRG3	ENSG00000101079	protein_coding	F	F	F	T	Ndrg3	F	F	T	F	T	F	F	F	F	F	F	F	F
SLA2	ENSG00000101082	protein_coding	F	F	F	F	Sla2	F	F	T	F	T	F	F	F	F	F	F	F	F
RIMS4	ENSG00000101098	protein_coding	F	F	F	F	Rims4	F	F	T	F	T	F	F	F	F	F	F	F	F
PRPF6	ENSG00000101161	protein_coding	F	F	T	F	Prpf6	F	F	F	F	T	F	T	F	F	F	F	F	F
TUBB1	ENSG00000101162	protein_coding	F	F	F	F	Tubb1	F	F	F	F	F	F	F	F	F	F	F	F	F
HRH3	ENSG00000101180	protein_coding	F	F	F	T	Hrh3	F	F	F	F	F	F	F	F	F	F	F	F	F
MTG2	ENSG00000101181	protein_coding	F	F	F	F	Mtg2	F	F	F	F	F	F	F	F	F	F	F	F	F
MRGBP	ENSG00000101189	protein_coding	F	F	F	F	Mrgbp	F	F	T	F	T	F	F	F	F	F	F	F	F
TCFL5	ENSG00000101190	protein_coding	T	F	F	T	Tcfl5	F	F	F	F	T	F	F	F	F	F	F	F	F
DIDO1	ENSG00000101191	protein_coding	F	F	T	F	Dido1	T	F	F	F	F	F	F	F	F	F	F	F	F
BIRC7	ENSG00000101197	protein_coding	F	F	F	F	Birc7	F	F	F	F	F	F	T	F	F	F	F	F	F
AVP	ENSG00000101200	protein_coding	F	T	F	F	Avp	F	F	F	F	F	F	F	F	F	F	F	F	F
PTK6	ENSG00000101213	protein_coding	F	T	F	F	Ptk6	F	F	T	F	F	F	F	F	F	F	F	F	F
GMEB2	ENSG00000101216	protein_coding	F	F	F	F	Gmeb2	F	F	T	F	T	F	T	F	F	F	F	F	F
C20orf27	ENSG00000101220	protein_coding	F	F	F	F	1700037H04Rik	F	F	F	F	F	F	F	F	F	F	F	F	F
SPEF1	ENSG00000101222	protein_coding	F	F	F	F	Spef1	F	F	T	F	T	F	F	F	F	F	F	F	F
CDC25B	ENSG00000101224	protein_coding	F	F	T	T	Cdc25b	F	F	F	F	T	F	F	F	F	F	F	F	F
ISM1	ENSG00000101230	protein_coding	F	F	F	F	Ism1	F	F	F	F	F	F	T	F	F	F	F	F	F
RNF24	ENSG00000101236	protein_coding	F	F	F	F	Rnf24	F	F	T	F	T	F	F	F	F	F	F	F	F
SEL1L2	ENSG00000101251	protein_coding	F	F	F	F	Sel1l2	F	F	F	F	F	F	F	F	F	F	F	F	F
TRIB3	ENSG00000101255	protein_coding	T	T	F	F	Trib3	F	F	F	F	T	F	F	F	F	F	F	F	F
RASSF2	ENSG00000101265	protein_coding	F	F	F	F	Rassf2	T	F	F	F	F	F	F	F	F	F	F	F	F
ANGPT4	ENSG00000101280	protein_coding	F	F	F	F	Angpt4	F	F	F	F	F	F	F	F	F	F	F	F	F
RSPO4	ENSG00000101282	protein_coding	F	F	F	F	Rspo4	F	F	F	F	F	F	F	F	F	F	F	F	F
PROKR2	ENSG00000101292	protein_coding	F	F	F	F	Prokr2	F	F	F	F	F	F	F	F	F	F	F	F	F
SNPH	ENSG00000101298	protein_coding	F	F	F	F	Snph	F	F	F	F	F	F	F	F	F	F	F	F	F
FERMT1	ENSG00000101311	protein_coding	F	F	T	F	Fermt1	F	F	F	F	T	F	F	F	F	F	F	F	F
HAO1	ENSG00000101323	protein_coding	F	F	F	F	Hao1	F	F	F	F	F	F	F	F	F	F	F	F	F
PDYN	ENSG00000101327	protein_coding	F	T	F	F	Pdyn	F	F	F	F	F	F	F	F	F	F	F	F	F
CCM2L	ENSG00000101331	protein_coding	F	F	F	F	Ccm2l	F	F	T	F	F	F	F	F	F	F	F	F	F
MYL9	ENSG00000101335	protein_coding	F	T	F	T	Myl9	F	F	F	F	F	F	F	F	F	F	F	F	F
TLDC2	ENSG00000101342	protein_coding	F	F	F	F	Tldc2	F	F	T	F	F	F	F	F	F	F	F	F	F
PAK5	ENSG00000101349	protein_coding	F	F	F	F	Pak7	F	F	F	F	F	F	F	F	F	F	F	F	F
KIF3B	ENSG00000101350	protein_coding	F	F	F	T	Kif3b	F	F	T	T	T	F	F	F	F	F	F	F	F
MANBAL	ENSG00000101363	protein_coding	F	F	F	F	Manbal	F	F	F	F	T	F	F	F	T	F	F	F	F
IDH3B	ENSG00000101365	protein_coding	F	F	F	F	Idh3b	F	F	F	F	F	F	F	F	F	F	F	F	F
MAPRE1	ENSG00000101367	protein_coding	F	T	F	F	Mapre1	F	F	T	T	T	F	F	F	F	F	F	F	F
SNTA1	ENSG00000101400	protein_coding	F	F	F	T	Snta1	F	F	T	F	F	F	F	F	F	F	F	F	F
OXT	ENSG00000101405	protein_coding	F	T	F	T	Oxt	F	F	T	F	F	F	F	F	F	F	F	F	F
E2F1	ENSG00000101412	protein_coding	T	T	F	T	E2f1	T	F	F	F	F	F	F	F	F	F	F	F	F
PXMP4	ENSG00000101417	protein_coding	F	F	F	F	Pxmp4	F	F	F	F	T	F	T	F	F	F	F	F	F
CHMP4B	ENSG00000101421	protein_coding	F	F	T	F	Chmp4b	F	F	T	F	T	F	T	F	F	T	F	F	F
CST9L	ENSG00000101435	protein_coding	F	F	F	F	Cstdc2	F	F	F	F	F	F	F	F	F	F	F	F	F
SLC32A1	ENSG00000101438	protein_coding	F	F	F	F	Slc32a1	F	F	F	F	F	F	F	F	F	F	F	F	F
CST3	ENSG00000101439	protein_coding	F	F	F	T	Cst3	F	F	T	F	F	F	F	F	F	F	F	F	F
ASIP	ENSG00000101440	protein_coding	F	F	T	F	a	F	F	F	F	F	F	F	F	F	F	F	F	F
CST4	ENSG00000101441	protein_coding	F	F	F	F		F	F	F	F	F	F	F	F	F	F	F	F	F
ACTR5	ENSG00000101442	protein_coding	F	T	T	F	Actr5	F	F	F	F	F	F	F	F	F	F	F	F	F
SPINT3	ENSG00000101446	protein_coding	F	F	F	F	Spint3	F	F	F	F	F	F	F	F	F	F	F	F	F
FAM83D	ENSG00000101447	protein_coding	F	F	T	F	Fam83d	F	F	F	F	F	F	F	F	F	F	F	F	F
TNNC2	ENSG00000101470	protein_coding	F	F	T	F	Tnnc2	F	F	F	F	F	F	F	F	F	F	F	F	F
APMAP	ENSG00000101474	protein_coding	F	F	F	F	Apmap	F	F	F	F	F	F	F	F	F	F	F	F	F
ADNP2	ENSG00000101544	protein_coding	F	F	T	T	Adnp2	F	F	F	F	F	F	F	F	F	F	F	F	F
H2BFM	ENSG00000101812	protein_coding	F	F	F	F		F	F	F	F	F	F	F	F	F	F	F	F	F
MXRA5	ENSG00000101825	protein_coding	F	F	F	F		F	F	F	F	F	F	F	F	F	F	F	F	F
PGRMC1	ENSG00000101856	protein_coding	F	F	F	F	Pgrmc1	F	F	F	F	F	F	T	F	F	F	F	F	F
RHOXF1	ENSG00000101883	protein_coding	F	F	F	T	Rhox13	F	F	F	F	F	F	F	F	F	F	F	F	F
NXT2	ENSG00000101888	protein_coding	F	F	F	F	Nxt2	F	F	F	F	F	F	F	F	F	F	F	F	F
GUCY2F	ENSG00000101890	protein_coding	F	F	F	F	Gucy2f	F	F	F	F	F	F	F	F	F	F	F	F	F
ATP1B4	ENSG00000101892	protein_coding	F	F	F	F	Atp1b4	F	F	F	F	T	F	F	F	F	F	F	F	F
MCTS2P	ENSG00000101898	protein_coding	F	F	F	F		F	F	F	F	F	F	F	F	F	F	F	F	F
PRPS2	ENSG00000101911	protein_coding	F	F	T	T	Prps2	F	F	F	F	F	F	F	F	F	F	F	F	F
TLR8	ENSG00000101916	protein_coding	F	F	F	F	Tlr8	F	F	F	F	F	F	F	F	F	F	F	F	F
